Plant ID,Average flow (MGD),Sludge yield (tone),CODinf,CODeff,BODinf,BODeff,SSinf,SSeff,NH3-Ninf,NH3-Neff,TNinf,TNeff,TPinf,TPeff,EUI (kWh/m3),Treatment process,Latitude,Longitude,Annual HDD,Annual average temperature
180,1.971452,713.9,176.22,16.78,51.15,4.5,51.57,6.67,12.66,1.26,18.96,4.66,2.65,0.28,0.15,CAS,37.5508499,115.57938,7334.99,14.96002732
181,2.0291548,3824.47,273.28,23.64,177.24,8.63,173.64,7.48,52.9,1.11,56.77,11.53,6.28,0.18,0.73,OD,39.615572,119.254951,8318.01,12.27319672
182,10.8335016,14058,275.4,12.86,102.65,2,92.66,4.02,39.67,0.39,40.87,10.38,4.77,0.21,0.4,A2O,38.10026,114.56824,7415.32,14.73956284
183,2.669026,721.76,131.99,19.44,44.44,8.5,32.9,4.55,22.05,0.64,27.92,10.33,2.48,0.2,0.24,AO,40.66946,114.44691,10136.21,7.305437158
184,4.748716,7982.78,641.1,29.99,215.46,8.59,267.06,7.96,61.86,0.97,80.39,10.24,6,0.31,0.61,A2O,40.378719,115.520514,9854.99,8.073797814
185,2.37472,751.7,335.3,25.48,184.88,9.16,180.25,9.08,37.69,0.8,63.89,10.1,3.79,0.26,0.37,A2O,36.9203099,114.8782,7140.15,15.49215847
187,5.2990284,5851.5,164.96,18.67,72.86,6.12,144.31,8.52,28.76,2.1,32.26,7.36,2.88,0.27,0.42,SBR,38.0404,115.0927,7380.27,14.83532787
188,10.0352916,2139.05,97.21,15.47,28.61,7.75,22.88,7,9.37,0.5,13.12,6.26,1.33,0.58,0.15,SBR,38.08449,115.06831,7380.27,14.83532787
189,0.6699172,100.19,199.47,19.05,46.24,7.71,106.68,7.3,24.18,1.53,36.08,16.42,2.78,0.88,0.32,OD,37.60521,116.02335,7411.1,14.7510929
190,10.5089324,3808.1,187.59,24.35,58.25,2.15,157.91,11.54,21.51,1.52,30.85,11.86,2.44,0.75,0.28,OD,37.6923399,116.2706,7411.1,14.7510929
191,2.9421912,566,160.65,19.64,66.04,4.9,96.68,6.51,35.74,0.66,43.3,12.19,4.54,0.36,0.54,OD,37.23635,115.01626,7140.15,15.49215847
192,2.5702,2523.14,229.71,13.09,105,6.36,158.6,4.46,27.54,0.54,41.56,9.56,4.14,0.35,0.29,OD,41.8485959,114.6063199,11223.83,4.333797814
193,9.2616976,8420,236.94,23.22,106.23,7.01,122.61,7.52,48.99,0.22,64.94,15.07,4.91,0.31,0.49,A2O,40.5918399,118.4157,9290.92,9.614972678
194,2.6210972,1756.65,182.18,17.38,51.52,4.66,105.76,6.65,13.54,0.96,17.24,8.6,1.93,0.16,0.55,A2O,39.48403,115.67323,8188.24,12.62775956
195,5.7694112,1680,238.25,26.1,140.75,8.37,120.59,6.97,25.22,1.4,36.87,8.38,2.04,0.25,0.26,A2O,39.33241,114.75064,9580.24,8.824480874
196,9.2441044,20950.35,245.19,16.05,158.15,1.07,112.26,3.93,30.56,0.83,36.67,9.61,3.01,0.27,0.56,A2O,39.58481,116.76421,7996.75,13.15095628
197,29.94464,20307.75,245.86,15.19,95.33,3.28,134.22,3.73,26.82,0.59,36.11,9.39,3.03,0.15,0.37,CAS,39.47808,116.73916,7996.75,13.15095628
198,2.0838168,677.1,72.26,9.35,26.86,3.09,66.52,4.68,8.86,0.56,23.75,10.34,1.19,0.36,0.21,CAS,39.54294326,116.6597565,7996.75,13.15095628
200,9.4382812,7136.1,249.42,19.36,108.62,6.22,167.95,10.24,17.62,4.26,21.42,7.69,2.72,0.26,0.27,OD,39.517583,116.769878,7996.75,13.15095628
201,0.97016,265.1,235.76,13.5,152.53,23.73,246.96,17.95,21.76,1.27,22.33,9.54,13.65,0.99,0.36,CAS,38.633193,115.700896,7509.2,14.48306011
202,15.145718,37330,182.93,31.51,34.46,6.79,233.65,7.31,22.44,0.17,56.2,11.47,4.67,0.04,0.27,OD,38.490141,115.575877,7509.2,14.48306011
203,4.7004976,3235.7,176.09,29.19,44.07,1.72,172.9,5.95,8.48,0.43,18.93,5.27,1.76,0.08,0.57,A2O,38.55773,115.65031,7509.2,14.48306011
204,37.9963888,10647.23,139.76,18.75,70.19,9.48,140.91,9.64,14.99,2.75,20.25,7.78,3.25,0.3,0.17,OD,38.68992,115.87662,7509.2,14.48306011
205,1.4576292,2742.42,258.68,14.82,102.02,3.74,66.62,4.32,37.28,0.19,48.48,11.34,4.53,0.1,0.52,OD,40.66733,114.91619,9950.47,7.812923497
207,4.1631448,2930.42,161.15,14.34,52.84,3.73,90.51,2.61,35.26,0.29,38.18,8.81,3.56,0.18,0.2,A2O,36.8592046,115.5037489,7275.65,15.1213388
208,5.96576,4404.02,156.25,17.42,62.74,4.4,75.36,6.06,24.51,1.87,53.11,8.03,2.68,0.16,0.3,A2O,36.35475,114.60132,7064.44,15.70161202
209,5.6423492,4965.16,227.38,22.44,70.42,4.65,169.55,6.91,30.68,0.35,39.7,10.84,5.37,0.23,0.21,A2O,38.32452,114.4039,7604.3,14.22322404
210,3.166052,790.46,98.29,12.72,54.8,4,100.1,3.86,12.36,0.27,19.82,9.7,1.49,0.17,0.36,A2O,37.36098,114.78115,7235.69,15.23035519
211,3.756836,3732.62,336.71,22.29,95.13,1.51,237.36,5.85,20.78,0.32,29.13,6.25,4.73,0.16,0.62,Other,37.28056,114.875,7235.69,15.23035519
212,0.395304,5,107.57,25.04,56.13,4.73,82.66,4.62,16.53,8.27,23.85,13.73,2.35,0.97,0.38,AO,39.8917999,118.89294,8692.25,11.25068306
213,10.83466,3030.8,201.93,20.64,97.31,10.18,115.38,9.82,23.21,3.05,33.97,12.96,2.95,0.87,0.23,CAS,40.98746,117.490839,9694.05,8.51352459
214,2.0915636,1733.4,212.99,18.53,69.41,3.53,79.43,3,34.67,0.41,38.5,6.71,2.87,0.05,0.35,OD,38.62448,116.40042,7666.02,14.05459016
215,6.6608,10031,260.12,19.6,121.43,6.35,176.86,5.54,21.28,1.89,26.03,6.19,2.5,0.31,0.25,CAS,37.3579499,115.40866,7334.99,14.96002732
217,0.714588,74.2,137.07,21.69,111.58,13.96,136.16,15.49,27.75,1.52,28.77,16.69,2.47,0.59,0.22,A2O,37.5833333,115.15188,7235.69,15.23035519
219,4.5307196,6984.78,247.45,21.89,84.22,4.23,137.4,6.5,22.38,0.66,29.11,11.66,4.85,0.29,0.49,SBR,37.07542,115.02795,7140.15,15.49215847
220,10.45456,11542.62,182.22,17.86,64.22,2.8,73.78,6.81,20.13,0.25,25.04,6.36,2.85,0.06,0.27,A2O,39.71304,119.05583,8332.74,12.23295082
221,6.9787808,5067.74,400,30,200,6,200,5,35,1.5,50,10,6,0.3,0.68,OD,39.70198,119.23139,8318.01,12.27319672
222,4.285356,921.99,164.97,20.01,55.34,9.06,65.74,16.22,20.62,2.45,23.97,5.93,2.76,0.25,0.13,Other,39.892864,118.879079,8692.25,11.25068306
223,11.5768324,20693.34,377.15,29.09,164.66,2.13,197.32,8.32,24.85,0.7,35.69,9.49,4.34,0.18,0.24,A2O,39.79133,119.30176,8800.65,10.9545082
227,4.3510952,1355.3,298.4,23.75,122.66,5.78,127.93,3.77,30.09,1.41,37.17,5.54,5.13,0.28,0.6,CAS,36.875953,115.43127,7275.65,15.1213388
230,12.00392,5073,147.56,19.02,77.88,5.8,66.16,6.49,35.19,1.01,43.65,9.88,4.24,0.17,0.32,SBR,38.09607,116.61406,7607.5,14.2145082
231,2.58468,1887.33,239.97,16.37,66.35,8.52,155.37,6.72,20.14,0.11,26.59,8.19,1.91,0.09,0.68,A2O,37.1355293,114.7124423,7140.15,15.49215847
232,14.4786244,11095.62,402.09,21.2,146.19,3.66,191.82,6.99,30.21,0.43,40.78,8.71,5.48,0.21,0.24,SBR,39.945997,116.809217,8070.85,12.94849727
234,12.9126124,7529.34,236.15,26.67,142.59,1.6,224.36,7.25,28.02,0.7,31.7,10.82,2.23,0.17,0.22,OD,36.86946,114.51665,7236.75,15.22956284
235,13.11164,15420,315.66,33.45,79.37,4.04,115.93,6.87,29.71,0.19,52.22,9.75,2.27,0.13,0.36,SBR,36.89347,114.54429,7236.75,15.22956284
236,2.7759608,319.06,66.65,12.17,15.89,1.32,44.61,8.67,8.46,0.18,23.25,8.45,0.71,0.2,0.39,A2O,39.4256399,118.91252,8332.74,12.23295082
238,6.3030716,5852.06,382.16,16.11,117.79,6.52,522.95,7.5,17.91,0.84,41.33,11.36,5.61,0.35,0.5,A2O,36.5519499,113.67701,8057.33,12.98543716
239,7.60924,5008,235.29,26.13,113.46,5.42,178.51,6.24,8.16,0.6,18.81,2.62,2.34,0.23,0.28,A2O,38.003644,115.604031,7470.91,14.5876776
240,18.989072,5968.95,359.65,19.55,233.72,6.42,264.52,6.15,36,1.12,44.57,7.48,3.65,0.32,0.39,OD,38.04169,114.65244,7415.32,14.73956284
241,8.31152,16583,178.48,10.5,92,8.23,182.29,8.17,32.07,0.41,41.91,5.07,4.06,0.17,0.29,CAS,38.03673,114.38266,7415.32,14.73956284
242,7.17665,2988,134.76,14.12,58.48,5.35,95.34,6.24,18.28,0.49,22.81,10.74,2.28,0.51,0.25,A2O,38.83636,115.14425,8110.13,12.84117486
243,1.379944,54.34,137.44,21.09,23.81,5.19,33.81,10.1,27.85,1.43,41.6,17.65,3.12,1.08,0.32,OD,38.49048,115.81217,7509.2,14.48306011
244,22.4859196,12784.44,178.65,28.26,80.27,11.5,259.18,5.09,20.83,3.77,25.32,13.05,2.85,0.41,0.2,OD,39.6645971,118.1495639,8167.19,12.68527322
245,28.71384,51352,283.95,27.95,85.9,4.44,183.84,7.86,25.7,1.69,37.66,10.84,2.54,0.22,0.3,A2O,39.61919,118.22743,8167.19,12.68527322
246,9.1581656,3800.58,137.99,17.5,54.93,3.65,59.4,3.25,23.16,0.26,28.08,9.15,2.7,0.18,0.29,A2O,39.71036,118.453099,8332.74,12.23295082
247,30.890546,61918,541.54,22.42,247.21,6.91,333.77,5.89,49.64,1.67,69.54,12.78,9.92,0.2,0.37,OD,39.63039,118.12937,8167.19,12.68527322
248,3.95304,5553.3,246.36,17.79,76.14,8.07,148.95,6.77,32.01,1.57,44.25,10.16,3.68,0.27,0.75,OD,39.23494,119.02175,7990.79,13.16724044
249,2.0524676,460,300.4,31.46,120.16,12.58,308.02,7.9,29.85,2.77,51.17,12.74,4.76,0.38,0.46,CAS,39.4769653,118.1379114,8167.19,12.68527322
250,3.38832,4808.22,174.37,21.06,74.34,1.59,180.98,6.71,22.57,0.23,28.97,9.89,2.65,0.2,0.45,SBR,39.6250899,118.15437,8167.19,12.68527322
252,30.5780676,39963.07,212,16.18,95.72,3.35,123.57,4.24,27.16,0.27,34.47,3.98,3.18,0.08,0.26,OD,39.2369468,118.2050551,7854.62,13.53928962
253,3.97476,2351.95,119.73,15.29,50.76,4.54,59.23,3.14,21.32,0.32,28.23,15.9,3.02,0.77,0.21,A2O,40.1547699,118.35021,8443.53,11.9302459
255,4.0475944,5301,313.37,15.08,225.21,7.54,295.95,7.13,34.16,0.98,37.79,8.9,2.87,0.16,0.41,OD,38.702705,115.215588,7569.12,14.31934426
256,6.3670732,3407.4,105.08,19.7,35.68,9.46,51.07,4.53,20.46,1.24,32.33,9.97,2.02,0.36,0.22,OD,41.873739,117.793239,11098.99,4.67489071
258,3.276824,3030,437.25,37.61,141.45,13.53,102.02,12.84,49.48,7.35,65.59,14,5.16,0.54,0.64,CAS,36.32684,115.00104,7054.92,15.72647541
260,2.229558,1047.45,99.62,11.53,34.1,3.71,99.33,3.72,12.17,1.13,25.26,5.72,1.4,0.41,0.21,SBR,39.004916,116.62634,7860.05,13.52445355
261,2.9906992,441.22,105.55,18.17,38.7,5.99,54.75,7.16,22.07,0.65,26.95,10.11,2.41,0.23,0.35,CAS,37.6276999,116.39154,7411.1,14.7510929
262,11.6112224,11324,396.1,26.17,101.69,8.86,95.8,8.61,39.36,2.26,100.31,10.49,4.01,0.39,0.31,OD,36.692355,114.166758,7064.44,15.70161202
263,0.1946836,81.6,64.07,7.92,20.94,1.62,98.46,2.4,8.34,0.06,10.95,4.36,1.34,0.01,0.82,A2O,36.6967099,114.20376,7064.44,15.70161202
264,3.370944,1324.5,156.58,10.34,52.17,3.28,83.28,5.42,14.5,0.31,18.05,8.11,1.48,0.15,0.33,A2O,39.70443,116.90128,7996.75,13.15095628
265,6.9997768,4383.85,249.63,14.01,124.3,3.59,142.36,5.15,24.65,0.69,38.82,9.13,4.54,0.17,0.26,CAS,39.74754,116.995949,7996.75,13.15095628
267,3.67792,1914,171.81,17.35,155.75,7.87,142.48,7.04,17.53,0.42,23.59,5.84,2.67,0.28,0.29,CAS,37.518052,115.234364,7235.69,15.23035519
268,1.5358212,1106.9,139.04,20.08,45.56,6.94,125.35,6.35,16.56,0.58,25.03,10.57,2.09,0.21,0.54,OD,36.976805,114.764432,7140.15,15.49215847
270,3.5363056,3439.17,171.66,23.76,81.32,3.88,92.77,6.17,20.75,0.31,27.97,6.72,3.15,0.14,0.31,A2O,37.09329,114.790452,7140.15,15.49215847
271,21.59692,16832.91,310.51,14.66,110.62,6.46,283.75,3.07,26.9,0.34,37.96,11.87,3.43,0.27,0.45,A2O,37.088413,114.580452,7236.75,15.22956284
273,1.004188,79.5,101.33,10.84,40.49,4.11,46.43,1.84,19.32,1.37,35.4,9.77,1.92,0.39,0.44,CAS,37.107668,114.567696,7236.75,15.22956284
274,2.4996824,115.97,85.09,15.23,26.02,3.22,76.21,6.32,12.32,0.84,14.35,3.83,2.91,0.37,0.13,OD,37.0678695,114.5071323,7236.75,15.22956284
275,2.1435468,1330,183.3,15.59,91.33,7.89,94.01,12.89,21.91,2.64,27.34,9.03,3.79,0.44,0.3,CAS,37.0746299,115.14261,7140.15,15.49215847
276,6.3373168,5910.46,334.22,17.67,139.02,5.88,179.88,4.88,22.24,0.86,32.88,10.92,3.73,0.4,0.25,A2O,40.418106,117.492798,9397.91,9.322650273
277,2.1966884,36,209.15,24.87,107.1,5.77,102.11,5.61,47.69,0.66,52.17,11.65,4.29,0.21,0.52,Other,38.9944579,116.1087888,7781.5,13.73907104
278,3.3758672,3151.95,141.38,16.38,76.34,4.7,103.38,6.97,28.94,0.66,37.79,9.07,2.89,0.25,0.39,A2O,38.98151,116.11082,7781.5,13.73907104
279,5.8522368,5491.9,271.2,23.06,135.81,7.77,153.48,5.66,30.32,1.26,36.45,10.93,4.3,0.28,0.3,CAS,39.31813,115.50409,8188.24,12.62775956
280,3.1978356,1111.31,233.75,30.97,91.81,9.13,91.48,7.75,18.65,2.03,26.9,8.87,2.28,0.22,0.26,A2O,39.30289,116.48338,7792.13,13.71002732
281,0.68056,275.16,71,15,27.3,0.5,37,5.1,11.17,0.09,16.6,11.6,1.5,0.3,0.34,Other,39.3217799,116.49904,7792.13,13.71002732
282,0.4654596,2.3,51.89,9.68,20.53,1.19,95.74,2.75,8.52,0.14,21.24,9.48,1.17,0.15,0.33,A2O,39.3530382,116.5464303,7792.13,13.71002732
283,1.5702836,1846.9,285.64,18.14,106.38,3.95,53.33,6.85,38.04,0.57,57.58,7.94,4.66,0.19,0.46,OD,39.786678,117.79474,8236.76,12.49519126
284,4.1739324,640.07,144.05,29.81,67.37,7.12,64.84,7.06,10.06,1.64,20.1,7.79,1.74,0.44,0.27,CAS,37.6657899,114.38592,7542,14.39344262
285,5.22728,1463.88,135.6,10.92,72.92,2.8,130.81,2.77,13.67,1.3,18.61,8.16,2.65,0.65,0.24,A2O,37.33443,115.72868,7334.99,14.96002732
286,2.1218992,1108.7,183.88,11.44,94.18,7.68,167.51,7.09,23.18,0.67,41.64,7.92,3.69,0.21,0.32,A2O,37.54214,115.72291,7334.99,14.96002732
287,7.46444,3997.61,82.17,11.58,52.79,3.18,115.13,5.91,14.74,0.21,21.78,8.28,1.46,0.22,0.27,A2O,41.2054,114.75372,10701.48,5.760983607
289,21.102428,2825,144.87,20.12,54.07,7.99,154.75,10.19,18.07,1.53,19.53,6.02,2.02,0.42,0.33,A2O,40.71689,114.87761,9950.47,7.812923497
290,1.975072,1764,320.92,23.22,117.41,6.96,277.04,6.84,32.76,1.76,41.71,10.34,5.1,0.3,0.54,OD,40.113594,114.165404,10109.06,7.379617486
293,2.46884,1805.9,108.15,11.32,48.81,3.27,110.98,2.02,21.49,0.54,25.55,9.39,2.31,0.21,0.79,CAS,40.5023999,115.28751,9950.47,7.812923497
294,0.76744,1281.1,255.32,27.41,220,13.63,230,12.62,32.92,1.41,50,13.27,3,0.58,0.41,A2O,40.769699,114.820624,10701.48,5.760983607
295,1.84982,302.88,95.66,7.75,40.67,4.01,83.83,4.79,8.06,0.35,17.49,6.35,1.53,0.26,0.44,SBR,37.7563099,114.77616,7380.27,14.83532787
296,10.5885,8960.5,132.77,19.14,71.07,6.25,47.57,6.01,26.5,1.05,26.52,6.18,3.39,0.2,0.29,OD,37.7563099,114.77616,7380.27,14.83532787
298,3.5900264,903.87,675.16,36.14,224.28,10.52,356.62,9.73,71.66,2.11,81.97,9.82,8.76,0.49,0.59,CAS,39.9354499,119.59964,8800.65,10.9545082
299,9.243308,10476,315.43,22.02,130.85,8.45,149.49,7.96,32.15,0.98,39.55,7.79,4.08,0.23,0.2,CAS,39.11267,116.39011,7781.5,13.73907104
300,11.51884,16315.46,167.46,17.13,63.22,2.47,65.6,4.77,29.62,0.17,33.51,7.33,2.83,0.17,0.5,A2O,38.179469,114.982273,7380.27,14.83532787
301,13.43925,6277.98,220.53,25,64.54,5.1,86.15,5.89,35.57,0.58,42.7,11.11,2.85,0.17,0.68,CAS,43.674388,124.53062,10294.08,6.874098361
302,8.5972104,3705,186.8,17.22,73.34,5.87,78.11,6,18.67,0.77,29.18,5.42,1.87,0.14,0.23,A2O,39.95192,119.74002,8541.42,11.66278689
303,1.1442096,1070,115.64,20.87,20.23,7.59,92.28,7.1,15.04,0.23,26.94,11.23,1.92,0.25,0.45,A2O,40.48452,115.28705,9950.47,7.812923497
304,3.95304,1203,116.78,19.24,38.53,6.11,64.54,9.01,11,0.34,16.14,3.54,1.01,0.26,0.2,A2O,40.3891199,115.26158,9950.47,7.812923497
305,19.2601376,8011.48,264.12,16.8,119.21,4.12,257.87,5.1,20.07,1.32,35.97,6.32,5.48,0.22,0.32,CAS,40.182871,117.914364,8443.53,11.9302459
306,0.5249,51.41,143.98,7.61,56.06,3.04,154.75,4.96,12.73,1.02,18.26,4.49,1.12,0.12,0.46,A2O,39.9983599,118.70073,8692.25,11.25068306
307,1.2151616,732,296.59,30.02,131.17,7.63,135.78,7.89,51.07,0.69,58.78,13.46,4.18,0.3,0.35,A2O,36.411384,111.097327,8822.89,10.89374317
308,1.9548,532,103.78,9.98,35.05,3.38,80.72,6.86,7.29,0.41,17.77,5.53,1.32,0.09,0.36,SBR,40.076633,113.356864,10000.26,7.676885246
309,19.31089,23281.89,437.23,23.8,152.36,7.34,120.45,8.5,36.83,0.57,59.09,11.5,7.93,0.72,0.34,SBR,40.08845,113.31548,10000.26,7.676885246
310,20.8915992,24829.02,466.75,23.42,203.07,4.47,582.71,8.78,47.19,1.23,58.59,14.12,6.39,0.36,0.48,OD,40.05485,113.27977,10000.26,7.676885246
311,0.272586,187.52,221.48,24.44,43.55,6.03,99.22,8.48,45.32,2.17,70.53,17.32,5.27,0.47,0.69,OD,40.259514,113.152525,10583.49,6.083360656
312,11.2757208,62574.89,302.11,28.53,111.19,8.92,1311.14,6.58,12.14,0.49,39.96,9.39,7.62,0.08,0.66,A2O,40.0763699,113.30001,10000.26,7.676885246
313,0.93758,14.5,36.15,7.31,16.81,3.17,25.62,5.45,9.26,0.23,10.25,7.45,0.88,0.16,0.48,SBR,40.04465,113.61015,10023.64,7.613005464
315,2.3956436,2018.84,272.21,13.07,102.28,1.1,108.16,2.88,17.98,0.1,33.41,4.36,2.01,0.07,0.55,A2O,37.64253,112.35716,8446.57,11.92193989
316,1.1657124,1100.5,54.36,12.19,21.9,3.47,46.18,6.48,18.4,0.18,24.58,9.29,2.06,0.22,0.48,A2O,36.65556,111.5534,8822.89,10.89374317
317,2.6606276,2169.8,169.84,12.97,79.17,4.15,87.93,5.55,30.59,0.67,38.07,7.34,1.81,0.12,0.33,A2O,23.396801,111.714021,4772.83,21.95948087
318,3.769144,4051.37,252.32,25.66,80.25,4.28,111.74,7.49,17.44,0.28,24.34,5.39,4.72,0.15,0.6,A2O,37.92375,112.22472,9075.31,10.20407104
319,1.4355472,1248.56,88.48,14.48,25.52,1.82,80.4,6.71,15.99,0.41,20.94,7.23,1.97,0.23,0.35,SBR,36.26832,111.92264,8392.41,12.06991803
320,1.5230788,1683.6,263.84,19.73,106.33,7.89,101.96,7.14,27.85,1.82,34.32,9.67,3.61,0.12,0.57,A2O,37.325927,113.571888,8961.58,10.51480874
322,6.3237056,8615.72,396.23,29.99,117.51,4.38,112.17,6.59,59.74,0.98,68.16,13.36,4.99,0.29,0.56,A2O,35.61482,111.3511,7780.92,13.74065574
324,2.5147416,484.59,253.94,18.96,112.81,4.36,74.21,3,43.17,0.91,54.78,9.74,3.93,0.17,0.35,OD,35.60368,110.98413,7780.92,13.74065574
325,2.7238328,546.07,89.93,18.56,22.96,4.14,150.36,6.02,8.97,0.26,12.43,8.4,2.12,0.28,0.18,AO,35.4914599,111.56878,8561.36,11.60830601
326,7.3887096,4309.5,307.16,26.1,128.3,7.97,127.16,8,43.1,0.97,54.2,11.29,4.63,0.25,0.4,A2O,37.0409482,111.927681,8693.72,11.24666667
328,17.7396652,12182.36,314.84,24.5,127.17,6.53,311.76,6.43,41.4,0.91,58.54,13.35,3.47,0.31,0.57,A2O,36.0523279,111.4972702,8013.29,13.10576503
329,3.5322512,5012.11,312.29,18.84,128.19,6.54,289.92,7.07,49.67,0.57,67.06,12.5,4.65,0.32,0.55,A2O,36.06975,111.58481,8119.6,12.81530055
330,0.3906704,104,242.67,19.13,131.73,5.52,148.93,4.44,24.62,0.66,29.65,9.63,1.81,0.61,0.4,CAS,36.88552,111.82849,8693.72,11.24666667
332,4.0832152,13061.4,320.19,36.93,157.23,5.86,161.01,5.35,37.33,2.6,52.7,14.66,5.04,0.38,0.85,AO,37.503,111.12227,9285.84,9.628852459
333,0.432228,70,114.27,6.86,76.09,6.38,76.11,7.58,19.41,0.8,26.36,5.31,2.12,0.21,0.81,OD,39.10674,112.33681,9852.87,8.079590164
334,1.3383864,438,349.82,28.28,214.87,8.12,262.95,7.83,49.95,3.02,61.72,10.1,3.84,0.33,0.37,OD,34.8346699,111.19474,7770.02,13.77043716
335,1.988828,2072.9,330.08,24.47,114.37,4.52,169.25,5.96,39.17,1.17,55.1,12.9,4.19,0.24,0.76,Other,37.384228,112.444656,8446.57,11.92193989
336,0.6697,347.6,429.26,19.61,179.92,7.34,179.98,7.36,51.49,0.77,55.65,9.95,4.03,0.19,0.81,OD,35.632245,112.535288,8101.27,12.86538251
337,2.77292,2235.8,277.51,26.4,102.16,7.18,125.89,5.79,35.58,0.92,43.79,12.81,3.17,0.34,0.33,OD,35.683475,112.172577,8561.36,11.60830601
338,2.3973812,378.32,330.49,27.75,162.25,10.19,132.41,17.19,61.89,3.26,69.68,26.37,6.32,3.12,0.34,SBR,36.49219,113.3741,8618.35,11.45259563
339,3.6316564,732.25,170.29,27.04,61.38,10.06,173.87,2.76,43.18,1.38,54.92,24.63,6.89,2.39,0.5,SBR,37.582399,112.34688,8446.57,11.92193989
340,3.0678776,2040.3,372.98,22.33,132.13,7.23,107.14,6.65,35.62,1.06,53.47,11.74,4.56,0.23,0.44,A2O,35.64131,111.46967,7780.92,13.74065574
342,2.70414,779,214.44,28.67,97.47,8.03,131.5,8.1,24.32,0.72,36.39,8.03,2.61,0.11,0.59,A2O,36.25838,112.93989,8618.35,11.45259563
343,2.1193652,3202.72,339.62,30.29,105.24,4.28,90.79,4.21,38.16,1.19,54.72,10.29,4.31,0.09,0.81,A2O,39.989456,112.474321,10347.7,6.727595628
344,3.2954308,1523.46,127.25,17.21,34.61,3.11,120.43,5.41,27.89,0.83,40.88,8.05,3.64,0.35,0.25,A2O,35.61893,112.895149,8094.75,12.88319672
345,0.8326,0.7,274.35,29.4,66,9.74,155.87,8.53,14,6.74,40.87,17.1,3.5,0.65,0.29,A2O,36.436749,112.97872,8618.35,11.45259563
346,0.91948,55.49,154.53,11.28,58.37,8.15,83.4,3.7,20.53,0.26,30.56,6.45,3.02,0.3,0.41,A2O,35.48104,112.5297,8101.27,12.86538251
347,1.9747824,423.64,89.16,11.99,31.96,2.75,87.6,5.26,12.12,0.59,15.46,4.82,1.55,0.32,0.38,SBR,37.5516499,112.15478,9067.62,10.22508197
348,4.942024,4478.7,255.13,16.45,78.21,1.94,132.96,3.42,49.45,0.78,54.63,11.84,4.2,0.18,0.41,CAS,35.789355,112.928063,9019.4,10.3568306
349,1.6164024,1231.92,197.44,31.8,90.53,3.4,115.88,7.22,27.98,1.67,31.08,5.83,2.71,0.21,0.35,A2O,36.5128,112.92409,8618.35,11.45259563
351,4.3768696,3626.61,89.04,11.94,35.1,5.04,112.27,5.52,11.6,0.56,18.06,8.5,1.53,0.31,0.3,A2O,37.8949799,113.17666,9259.07,9.701994536
352,1.6221944,525.4,207.72,9.29,104.91,4.6,159.6,0.58,20.61,1.35,39.22,19.6,2.87,0.27,0.07,OD,37.8949799,113.17666,9259.07,9.701994536
354,7.6424716,16815,426.09,36.14,206.11,5.79,223.89,22.2,32.13,4.46,54.19,20.38,5.95,0.42,0.34,OD,39.3325199,112.47323,10076.89,7.467513661
355,3.7422112,148.8,194.13,22.4,75.69,8.7,172.83,8.04,22.29,0.9,45.65,10.35,2.52,0.15,0.2,OD,37.42132,112.54235,8446.57,11.92193989
356,86.800722,113506.1,373.32,19.83,160.97,4.61,269.75,7.53,39.93,0.66,53.7,11.6,5.12,0.23,0.4,SBR,37.6453899,112.39648,8446.57,11.92193989
357,38.8832164,43438.51,385.54,23.42,208.74,3.58,120.02,4.87,46.27,1.57,56.08,13.13,4.75,0.09,0.35,A2O,37.80723,112.5574,9075.31,10.20407104
358,16.801868,33834.3,442.1,41.07,204.61,6.01,204.93,8,52.39,1.96,65.83,12.17,6.74,0.38,0.51,CAS,37.7159199,112.59328,8446.57,11.92193989
359,18.7560888,8234.63,243.02,19.49,71.59,5.15,184.7,3.75,16.06,0.42,26.58,6.12,2.7,0.11,0.35,SBR,37.63892,112.46407,8446.57,11.92193989
360,55.1175408,44180,355.96,15.12,171.41,1.54,246.1,2.65,52.6,1.84,64.98,9.73,6.8,0.18,0.32,OD,37.77156,112.55411,9075.31,10.20407104
362,2.382322,840.7,165.43,11.08,65.13,5.91,88.88,8.34,23.42,0.47,24.92,14.86,2.14,0.75,0.24,OD,35.422771,110.836166,7702.05,13.95614754
363,2.9888168,10800,371.08,28.82,314.03,12.61,176.01,16.82,42.28,2.98,54.99,21.89,7.16,3.41,0.38,SBR,37.4073695,127.1162181,7986.03,13.1802459
364,1.206184,521.47,413.21,19.42,247.16,4.63,166.19,6.6,38.96,2.26,58.72,8.86,6.12,0.23,0.36,OD,38.978705,113.589806,10313.57,6.820846995
365,8.876964,14400,241.19,28.96,88.13,6.15,257.91,6.05,17.97,2.28,42.1,10.38,2.11,0.29,0.41,OD,37.90956,112.205913,9075.31,10.20407104
366,1.79552,711,146.05,18.59,74.53,6.88,30.21,6.27,41.02,0.1,53.85,7.65,3.83,0.07,0.5,CAS,37.6128199,113.70718,8961.58,10.51480874
367,1.7555552,782.9,168.94,18.79,91.8,6,137.78,7.07,15.14,1.22,25.25,8.72,3.32,0.19,0.3,CAS,35.88346,111.42628,8013.29,13.10576503
