Plant ID,Average flow (MGD),Sludge yield (tone),CODinf,CODeff,BODinf,BODeff,SSinf,SSeff,NH3-Ninf,NH3-Neff,TNinf,TNeff,TPinf,TPeff,EUI (kWh/m3),Treatment process,Latitude,Longitude,Annual HDD,Annual average temperature
1421,3.4821504,1038.6,127.06,10.26,98.33,7.49,176.54,7.07,24.77,2.43,33.4,9.96,2.75,0.27,0.27,OD,29.31247,115.77089,6197.81,18.0660929
1422,2.3892,722.96,154.05,17.16,52.17,6.4,64.55,3.11,7.66,0.93,9.62,3.04,1.47,0.24,0.27,OD,28.950989,117.57824,6125.88,18.26262295
1423,2.269378,911.4,134.65,13.03,56.55,5.72,79.35,11.01,17.8,1.35,21.35,6.51,1.86,0.48,0.28,OD,24.769315,115.030343,5661.69,19.53090164
1424,6.7637528,2387.31,121.1,12.42,47.43,4.86,86.46,5.81,16.83,0.76,18.8,8.29,1.74,0.23,0.31,CAS,28.24314,116.61785,5876.06,18.94519126
1425,4.994514,1733,125.96,16.93,53.36,6.94,69.31,3.13,13.84,0.35,17.3,6.14,1.68,0.23,0.3,OD,29.265177,116.207303,6093.71,18.35051913
1426,3.805344,4039.68,293.31,15.89,135.9,6.11,350,4.9,37.68,1.44,47.23,13.67,4.05,0.32,0.34,OD,28.145267,115.766483,5892.63,18.89991803
1428,16.7228796,4080.24,139.71,21.41,71.97,11.23,92.95,14,26.33,2.52,30.62,8.76,2.56,0.34,0.17,OD,25.88986,114.92463,5761.15,19.25915301
1429,8.2320248,7344.3,116.71,20.02,59.29,5.67,100.22,5.35,32.81,1.33,49,11.19,2.84,0.21,0.3,OD,28.44604,115.42124,5861.51,18.98494536
1430,2.457618,976.45,142.49,17.33,60.09,6.14,297.6,10.93,16.84,0.89,26.68,7.38,1.71,0.24,0.31,AO,29.25832,115.77203,6197.81,18.0660929
1431,3.5227668,512,126.33,20.11,44.74,8.97,32.53,10.86,13.29,3.6,22.35,12.11,1.12,0.38,0.2,A2O,26.84055,116.3192,6163.76,18.15912568
1432,5.082118,2265.18,123.36,13.34,51,2.94,76.72,8.25,8.52,0.62,11.22,4.01,1.54,0.59,0.22,OD,28.293749,117.210907,5868.15,18.96680328
1433,2.3212888,3645.39,302.31,23.04,97.59,3.32,115.86,5.15,40.49,1.09,48.77,10.14,6.61,0.3,0.43,CAS,28.41617,117.59577,5868.15,18.96680328
1434,6.5074568,3032.73,174.61,18.05,65.39,6.58,125.41,10.54,18.51,0.78,26.05,10.28,3.07,0.5,0.33,AO,28.636659,115.751486,5861.51,18.98494536
1435,2.1633844,553.48,195.63,24.15,90.11,6.77,116.62,7.11,41.66,0.77,50.14,10.83,2.36,0.24,0.34,CAS,25.60084,115.8041,5645.74,19.57448087
1436,2.540516,1512,127.57,16.87,55.97,8.22,94.82,8.46,20.85,2.79,25.34,11.72,2.52,0.52,0.26,OD,27.1395199,115.04192,5797.63,19.15948087
1437,5.1613236,2528,128.89,19.45,57.01,8.1,111.3,9.27,13.9,1.53,16.97,9.25,2.31,0.62,0.25,CAS,27.2477196,115.139368,5797.63,19.15948087
1438,1.1147428,306.39,96.26,9.77,47.69,4.88,54.36,7.82,8.88,2.44,14.72,4.25,2.39,0.32,0.32,A2O,27.9460199,116.76103,5876.06,18.94519126
1439,3.6610508,2151,161.69,35.53,46.52,11.78,430.55,23.22,30.89,10.77,42.02,18.53,1.73,0.45,0.48,Other,27.9460199,116.76103,5876.06,18.94519126
1440,9.669744,10181,305.63,15.57,181.31,3.41,187.4,5.97,39.71,0.23,46.35,8.64,3.81,0.25,0.39,CAS,28.38704,116.22064,5784.37,19.19571038
1441,7.425706,2194.7,167.67,16.74,66.07,4.8,120.66,6.58,16.29,0.38,24.39,5.66,1.14,0.08,0.3,OD,28.94534,117.10864,5890.5,18.9057377
1442,2.718982,2544.57,45.42,7.4,20.69,1.51,89.42,3.69,14.39,0.12,23.47,7.92,0.89,0.03,0.38,A2O,27.077268,113.939951,6160.01,18.16937158
1443,4.3673128,2943,149.72,14.61,62.92,6.43,92.68,8.75,13.49,1.02,19.86,7.85,1.43,0.3,0.26,OD,27.96213,116.33623,5769.93,19.23516393
1444,5.5821848,3982.5,144.36,10.36,58.48,4.21,154.22,9.95,19.26,2.17,22.31,8.38,2.7,0.44,0.26,OD,24.910782,114.790118,5661.69,19.53090164
1445,2.596988,442.93,136.81,14.71,52.11,5,57.66,5.39,10.87,1.68,15.47,9.64,1.4,0.23,0.46,OD,29.4482099,116.04512,6093.71,18.35051913
1446,14.3719792,80474,1043.97,40.49,449.29,14.5,585.82,5.35,63.64,3.69,81.05,8.43,12.53,0.49,0.77,OD,28.85845,115.99081,5748.67,19.29325137
1447,8.44908,4241.72,275,14.27,110.5,4.3,234.68,5.37,7.09,0.73,15.67,3.75,5.25,0.25,0.15,OD,27.5883393,116.6508721,6032.14,18.51874317
1448,5.206646,3907.22,162.64,22.96,54.69,0.99,73.72,6.34,18.06,0.43,19.48,5.12,2.18,0.15,0.36,CAS,27.25694,116.53417,6004.48,18.59431694
1449,10.9868448,11697.65,191.56,8.95,90.02,8.03,208.96,7.17,23.05,1.1,36.95,10.1,3.04,0.23,0.37,OD,25.723552,114.816969,5764.54,19.24989071
1450,5.6653724,2343,134.96,14.89,54.75,9.73,52.79,6.7,15.39,2.63,18.6,9.01,2,0.44,0.22,OD,26.450588,116.0224,6004.27,18.59489071
1451,7.055742,4075.54,180.58,19.56,65.14,6.2,152.21,4.73,13.48,2.43,18.56,6.19,2.93,0.19,0.23,OD,28.99249,116.7011,5890.5,18.9057377
1452,0.4570612,72.8,93.88,19.13,50.45,6.17,63.37,5.85,17.96,1.99,24.26,5.89,1.55,0.36,0.22,OD,24.74966,114.54658,5833.67,19.06101093
1453,2.4288028,1118,134.61,15.71,63.29,7.53,107.83,7.53,20.91,1.47,25.62,8.98,2.3,0.45,0.26,OD,24.74966,114.54658,5833.67,19.06101093
1454,7.39928,6137,200.51,25.72,35.96,3.12,95.25,3.15,40.26,0.44,43.86,9.12,9.48,0.25,0.29,A2O,25.869426,116.01438,5802.25,19.14685792
1455,7.50607,7197.58,304.05,28.29,127.69,5.82,106.22,5.76,31.81,2.01,44.39,10.99,3.96,0.24,0.48,A2O,28.2542399,114.98722,6263.19,17.88745902
1456,3.1706856,1827,135.32,14.64,62.76,3.9,112.07,10.52,17.34,1.33,21.8,8.13,1.46,0.5,0.26,OD,27.8693399,113.7772,6076.66,18.39710383
1457,8.215952,856.07,181.77,25.8,57.33,7.14,113.85,8.58,19.18,0.95,33.19,10.99,2.73,0.33,0.24,CAS,28.43089,118.15841,6128.97,18.25418033
1458,2.9791152,2324.9,145.17,15.27,62.12,7.12,130.11,7.06,24.19,2.13,27.08,7.77,3.83,0.52,0.25,OD,25.78887,114.54958,6239.2,17.95300546
1459,4.0943648,1648,123.16,16.7,40.68,5.99,65.24,4.95,12.33,1.36,16.42,4.99,1.15,0.24,0.2,A2O,26.81512,114.96952,5797.63,19.15948087
1461,7.5768048,3827.6,134.28,20.21,47.98,6.22,43.57,11.37,10.09,2.83,15.89,7.11,1.25,0.5,0.22,OD,28.108088,114.457886,6074.87,18.40199454
1462,2.6050968,3437,247.38,16.9,149.86,8.71,118.97,7.54,19.7,1.9,36.61,10.91,3.01,0.38,0.44,A2O,27.586041,115.484958,5974.81,18.67538251
1463,7.7932084,3925.86,88.15,15.32,38.14,6.58,36.86,2.54,12.36,1.11,17.74,6.52,2.1,0.35,0.22,OD,25.39943,114.94783,5764.54,19.24989071
1464,2.9419016,1680.53,202.19,7.11,86.95,4.15,122.51,4.8,21.99,0.25,29.17,8.74,4.86,0.26,0.28,A2O,24.95799,115.65094,5743.43,19.30756831
1465,4.2211372,1585,191.08,16.08,79.77,4.54,114.87,7.69,12.66,2.13,16.96,6.42,2.73,0.32,0.25,OD,28.397596,114.816394,6263.19,17.88745902
1466,4.14852,6407,444.16,36.77,224.41,14.43,99.88,13.32,46.58,0.47,56.66,16.43,6.6,1.22,0.28,CAS,28.39064,117.443326,5868.15,18.96680328
1467,2.6911804,988.22,115.21,19.98,45.22,8.31,94.02,10.07,11.62,2.27,13.99,4.49,2.14,0.4,0.24,OD,28.2099099,116.81834,5876.06,18.94519126
1468,2.5561544,1489,321.59,25.52,141.95,7.93,216.08,6.6,29.3,1.85,62.62,9.11,6.34,0.42,0.28,SBR,27.297645,115.418104,5974.81,18.67538251
1469,3.1604048,3941.48,218.62,35.07,116.87,3.1,254.34,5.96,14.95,0.83,20.62,8.24,1.74,0.16,0.58,A2O,26.9992599,114.28978,6043.02,18.48901639
1470,3.655476,172.83,132.99,8.31,90.22,1.75,113.85,8.48,15.46,1.79,16.51,5.1,1.91,0.45,0.08,A2O,29.037852,115.841608,6199.36,18.06185792
1471,9.64368,6540,275.96,27.96,150.78,6.98,147.31,3.98,26.92,0.47,34.74,12,2.66,0.32,0.5,A2O,25.961326,115.417349,5683.23,19.47204918
1472,5.2852,2870,233.84,19.96,53.65,5.5,80.55,6.25,21.31,0.77,28.27,10.88,2.06,0.22,0.41,SBR,28.716635,116.693506,5765.73,19.24663934
1473,9.434082,9870,770.73,22.75,232.92,2.95,938.06,2,34.76,0.88,61.36,8.11,11.55,0.09,0.52,OD,28.0672527,115.5610943,5892.63,18.89991803
1474,0.52852,194.93,160.9,13.48,80.36,6.75,62.86,8.57,23.91,2.49,32.57,11.16,2.35,0.42,0.67,A2O,28.7437027,116.0812225,5784.37,19.19571038
1475,0.6149656,46.75,169.18,10.28,52.9,4.68,131.31,7.68,23.64,0.53,27.72,11.48,2.08,0.36,0.4,OD,27.8144299,114.41612,6074.87,18.40199454
1477,0.39639,79.95,332.16,31.96,111.26,7.07,94.29,5.17,34.6,1.6,45.28,6.27,3.69,0.28,0.87,OD,29.010013,116.691979,5890.5,18.9057377
1479,2.8879636,351.57,137.41,15.34,41.92,5.42,135.21,8.1,12.28,0.72,26.66,6.96,1.27,0.31,0.23,Other,27.895566,115.455573,5892.63,18.89991803
1480,0.6054088,6.74,103.22,20.08,35.5,1.54,36.04,7.8,11.87,0.74,16.58,5.17,1.56,0.31,0.48,SBR,28.356947,116.119986,5784.37,19.19571038
1481,1.698866,904.1,85.93,6.9,49.37,5.15,125.82,3.95,12.18,0.4,17.48,11.42,1.67,0.31,0.34,A2O,26.56715,114.16792,6235.75,17.96243169
1482,3.488232,4116.68,182.81,24.2,71.86,3.5,112.83,6.31,24.45,1.49,35.72,11.41,4.75,0.24,0.38,Other,29.20592,117.11084,5890.5,18.9057377
1485,3.4523216,1300.59,120.78,17.42,36.23,3.67,96.46,5.26,20.3,1,22.88,9.41,2.82,0.17,0.2,SBR,29.73737,115.83834,6197.81,18.0660929
1486,0.7071308,26.75,93.09,33.41,68.74,10.61,91.42,14.82,15.5,3.59,15.92,10.2,3.36,0.5,0.39,OD,29.8284,115.58508,6251.35,17.91980874
1487,16.0198032,4158.63,363.34,23.3,127.55,6.26,118.93,5.59,45.31,1.72,52.02,9.11,4.61,0.2,0.61,A2O,29.73371,116.00476,6093.71,18.35051913
1488,24.43862,27192.99,225.78,19.42,84.49,7.26,194.95,6.92,25.52,1.23,32.01,11.72,2.6,0.18,0.39,OD,29.70627,115.90894,6197.81,18.0660929
1489,1.1192316,704,241.53,19.51,104.72,8.47,105.02,10.59,35.28,0.48,44.19,5.2,5.51,0.52,0.25,OD,27.80651,116.17911,5769.93,19.23516393
1490,0.9203488,56.9,114.8,17.31,44.1,4.81,53.56,11.99,16.78,0.67,17.89,6.28,1.87,0.46,0.26,OD,27.5548899,116.23628,6004.48,18.59431694
1491,17.0303624,28900.27,206.15,15.83,61.74,4.97,135.63,5,47.38,0.53,53.92,11.65,4.28,0.19,0.43,A2O,28.53393,115.89797,5861.51,18.98494536
1492,1.7508492,263.06,143.36,16.08,47.93,6.69,48.56,3.56,14.71,0.38,27.43,9.22,2.32,0.45,0.17,OD,28.13521,114.49316,6074.87,18.40199454
1494,2.7535892,250,347.06,163.4,170.63,58.07,254.57,63.9,40.61,13.38,42.48,16.28,5.11,1.08,0.1,SBR,28.82643,115.43266,6199.36,18.06185792
1497,10.015816,4029.31,135.4,21.47,48.33,7.58,114.18,9.18,17.09,2.39,21.04,8.32,2.24,0.37,0.24,Other,28.6820199,115.8579399,5861.51,18.98494536
1498,39.5650796,28300.01,267.06,23.41,98.14,2.59,229.94,11.1,32.48,1.34,36.18,10.93,3.41,0.28,0.22,A2O,28.72473,115.88012,5861.51,18.98494536
1499,127.1887,180853.33,327.78,22.45,214.07,3.49,233.63,4.99,36.7,0.45,43.39,8.53,3.89,0.16,0.32,SBR,28.71884,115.97333,5784.37,19.19571038
1500,0.3452032,140,178.22,23.45,112.24,4.09,107.07,3.66,14.56,2.56,36.7,9.16,4.46,0.24,0.56,Other,28.89584,115.79129,6199.36,18.06185792
1501,34.2452,9213.65,140.76,25,48.28,7.6,138.02,15.44,16.7,1.73,19.97,10.88,3.81,0.65,0.17,Other,28.64046,115.88131,5861.51,18.98494536
1502,16.9743972,25048.5,169.36,23.07,74.13,5,104.78,1.44,29.54,0.46,51.85,8.7,3.43,0.18,0.49,A2O,28.65973,115.88657,5861.51,18.98494536
1504,1.5372692,213.25,45.95,9.15,14.94,2.77,22.18,5.91,5.82,0.21,14.71,9.37,0.96,0.59,0.19,CAS,28.3153499,117.70942,5868.15,18.96680328
1505,6.547856,2936.03,184.55,25.28,73.08,8.54,150.42,13.85,16.19,3.01,23.48,9.79,3.48,0.61,0.24,OD,29.68317,115.699,6197.81,18.0660929
1506,2.351914,74.16,360.78,21.1,144.96,6.24,124.07,7.09,41.13,0.29,53.43,8.23,5.72,0.23,0.74,AO,28.2333699,114.9248,5915.73,18.83680328
1507,0.956042,525.73,143.07,35.36,115,15.15,107.35,5.1,22.82,3,33.93,11.91,2.06,0.29,0.44,A2O,28.3848,118.10966,6128.97,18.25418033
1508,9.0138,9608.51,219.54,17.33,71.23,2.98,132.79,5.91,31.19,0.78,39.99,9.69,5.04,0.1,0.3,CAS,28.386533,117.848857,6128.97,18.25418033
1510,5.72684,156.76,84.68,40.35,30.06,17.39,85.07,29.57,6.03,4.62,7.19,5.6,0.74,0.55,0.28,Other,28.69415,117.07026,5765.73,19.24663934
1511,0.6216988,6.4,66.28,9.52,23.1,2.14,98.95,2.52,13.82,0.11,17.02,7.61,1.54,0.01,0.69,A2O,29.24123,117.7736,6125.88,18.26262295
1512,1.109892,1192.2,150.93,17.38,105.01,11.31,131.69,21.96,24.49,3.18,31.2,10.27,1.74,0.5,0.81,A2O,27.8003799,114.94461,5915.73,18.83680328
1513,32.134016,8521,150.28,16.24,70.96,7.13,99.37,9.32,18.62,2.83,21.49,8,1.85,0.56,0.17,OD,27.8293,115.01473,5915.73,18.83680328
1514,1.294874,545,256.05,28.95,121.77,17.73,187.38,12.77,52.49,1.29,52.86,26.26,5.15,2.42,0.38,CAS,27.7796,114.89544,5915.73,18.83680328
1515,5.255516,7621.69,161.23,25.95,56.09,4.87,252.65,3.37,35.21,1.5,39.74,11.21,3.93,0.31,0.61,A2O,27.8144299,114.41612,6074.87,18.40199454
1516,30.186456,18291.8,249.31,29.6,120.44,5.77,144.39,7.66,16.48,2.06,25.55,11.35,2.5,0.28,0.48,SBR,27.79426,114.45561,6074.87,18.40199454
1517,2.0559428,1002.6,146.48,14.24,50.6,4.83,105.2,11.04,17.3,2.15,22.67,7.22,2.3,0.71,0.05,SBR,28.2646,117.01426,5765.73,19.24663934
1518,13.7432576,8787.74,150.38,19.53,62.34,4.01,97.52,4.16,18.87,0.37,27.74,5.42,2.69,0.1,0.43,SBR,28.2601899,117.06919,5765.73,19.24663934
1519,5.1586448,4414.29,397.35,19.25,211.76,6.76,368.7,6.64,44.41,0.25,58,10.32,4.67,0.31,0.28,CAS,28.8126199,118.35297,6420.65,17.45724044
1520,4.2207752,2114.2,328.58,14.41,105.55,7.37,133.17,4.97,31.14,0.8,39.6,12.19,3.69,0.28,0.42,A2O,28.8557499,115.63441,6199.36,18.06185792
1523,1.1226344,466.92,231.25,16.1,74.12,1.66,76.19,7.77,28.46,0.18,34.8,7.77,3.28,0.16,0.28,OD,25.8607947,114.9203833,5761.15,19.25915301
1525,0.33304,0.5,177.22,58.4,135.4,9,47.04,13.98,13.11,4.29,20.56,11.12,2.47,0.61,0.87,SBR,29.4482099,116.04512,6093.71,18.35051913
1527,1.28148,110.3,192.63,10.22,91.37,3.89,92.86,4.5,21.68,0.3,25.51,4.53,1.86,0.2,0.67,CAS,27.2573717,116.5337862,6004.48,18.59431694
1528,0.482184,414.3,248.1,28.02,159.41,9.52,35.11,8,19.75,1.43,62.01,6.46,2.5,0.11,0.3,A2O,26.986567,115.15594,5797.63,19.15948087
1529,3.17112,1581,116.13,17.42,48.53,7.27,83.3,7.8,6.62,0.44,13.28,4.95,0.98,0.33,0.25,SBR,25.8817246,116.0025259,5802.25,19.14685792
1531,1.200754,1513.34,422.81,21.32,205.52,8,316.08,8.08,45.49,1.24,67.59,9.12,3.16,0.27,0.76,A2O,26.7899299,114.90887,5797.63,19.15948087
1532,1.53488,1503.6,149.22,16.65,57.35,4.8,79.17,6.51,26.52,0.7,38.18,6.93,2.63,0.16,0.53,CAS,29.2562199,115.10065,6514.94,17.19961749
1533,0.3968968,61,203.7,23,134.31,27.33,220.92,6.62,22.07,1.18,46.4,4.49,3.2,0.2,0.32,SBR,26.2863399,115.34099,5955.02,18.72945355
1534,1.434606,534.5,134.7,24.44,42.96,7.39,78.35,9.42,22.35,2.24,27.72,8.02,1.38,0.35,0.33,SBR,28.2601899,117.06919,5765.73,19.24663934
1535,1.7095812,2404,691.39,37.74,234.78,6.27,276.42,6.66,62.28,3.81,78.2,14.28,8.25,0.64,0.36,A2O,28.7021099,116.6956,5765.73,19.24663934
1536,0.5175876,20.2,187.28,28.95,29.39,7.31,133.96,3.47,10.71,1.05,22.69,7.03,1.6,0.22,0.59,OD,27.778697,114.557321,6074.87,18.40199454
1537,1.2138584,2985,480.9,23.04,52.85,18.21,49.49,13.36,24.72,2.18,29.73,10.07,2.77,0.29,0.23,CAS,27.36845,114.69909,5904.81,18.86663934
1538,0.8471524,537.4,199.8,16.55,87.29,5.43,88.55,12.02,19.55,2.19,29.62,10.01,2.85,0.38,0.12,A2O,29.744407,116.225678,6093.71,18.35051913
1539,3.0738868,2.7,43.48,11.36,15.78,2.53,35.76,10.74,4.1,0.94,5.43,2.62,0.62,0.28,0.15,A2O,27.65216,114.04,6126.68,18.26043716
1541,1.72674,3864.41,150.13,12.57,51.46,3.61,101.06,6.62,26.42,0.17,34.43,9.55,3.87,0.14,0.45,OD,36.6687,117.03656,7645.28,14.11125683
1542,4.0210236,2472.64,285.84,15.92,127.38,4.11,143.37,5.01,38,0.95,56.34,8.55,4.51,0.2,0.38,A2O,36.06736,117.7923,7638.41,14.13002732
1544,10.0975556,7796.58,239.52,18.41,92.8,2.37,445.52,4.28,43.17,0.3,52.02,9.35,5.26,0.16,0.36,Other,36.6908,116.90788,7645.28,14.11125683
1545,66.1122048,49405.59,323.64,14.54,91.87,2.27,371.86,4.38,39.17,0.47,48.54,8.97,6.04,0.12,0.36,A2O,36.69175,116.95334,7645.28,14.11125683
1546,8.3239004,10310.08,240.53,13.33,93.25,2.37,445.85,4.16,43.7,0.34,52.5,8.9,5.24,0.16,0.32,A2O,36.6908,116.90788,7645.28,14.11125683
1547,126.443704,69268.53,299.64,12.02,100,2.4,260.42,4.83,37.53,0.68,48.64,7.38,4.13,0.07,0.26,A2O,36.70505,117.04334,7645.28,14.11125683
1548,4.9808304,6478.89,263.67,12.38,80.08,2.13,396.29,4,38.29,0.15,46.45,9.8,3.95,0.11,0.57,A2O,36.72965,117.08602,7645.28,14.11125683
1549,56.8355928,51018.82,433.08,15.18,163.1,5.15,201.76,3.18,44.74,0.35,55.32,4.98,5.75,0.1,0.27,AO,36.6801299,117.06533,7645.28,14.11125683
1550,6.3915444,6918,164.1,11.71,64.68,4.02,78.88,5.32,13.74,0.11,30.25,8.17,3.42,0.14,0.39,CAS,36.735924,117.378181,7789.29,13.71778689
1551,15.6150148,9433,167.11,11.56,74.8,3.94,89.31,5.17,24.34,0.15,36.03,8.45,3.05,0.13,0.32,CAS,36.714528,117.548122,7789.29,13.71778689
1552,10.4033008,11477.23,337.69,17.11,103.21,2.6,203.75,5.15,16.74,0.23,30.81,9.31,4.32,0.16,0.42,A2O,36.7379033,117.3192548,7789.29,13.71778689
1553,2.7969568,1059.65,79.09,15.99,29.87,1.89,56.39,4.56,14.3,0.45,15.48,8.83,2.01,0.17,0.35,OD,36.681455,116.93919,7645.28,14.11125683
1554,1.4493032,877.28,313.67,10.35,89.23,6.42,106.82,5.42,14.85,0.14,18.5,6.23,6.06,0.08,0.4,OD,36.69769,117.27093,7789.29,13.71778689
1555,9.83916,2357,159.67,10.83,63.85,3.25,128.59,10.57,10.75,1.09,17.3,7.02,2.61,0.53,0.29,SBR,36.5597462,116.7520836,7645.28,14.11125683
1556,2.9102628,2770,271.12,11.17,77.25,1.55,73.68,4.22,32.77,0.05,45.62,5.27,4.05,0.14,0.72,CAS,36.496,117.01881,,14.11125683
1557,10.1275292,9535,300.9,23.01,141.34,5.66,218.37,5.42,23.2,1.36,51.32,11.96,6.1,0.21,0.61,A2O,36.985921,117.192066,7339.18,14.94759563
1558,1.2115416,478.12,91.23,7.88,40.38,1.18,104.64,5.62,21.21,0.36,29.5,9.85,3.7,0.24,0.57,OD,36.2695781,117.6619011,7789.29,13.71778689
1559,6.8861088,2290.93,226.21,28.05,84.08,8.78,178.16,7.68,27.73,0.35,33.82,11.87,2.84,0.32,0.27,OD,36.27077,116.44154,7270.99,15.1339071
1561,4.2716,6901.71,456.04,23.75,130.2,1.75,251.57,7.03,63.39,0.95,73.64,11.8,6.24,0.36,0.34,CAS,37.75215,115.19671,7380.27,14.83532787
1562,32.4776988,29837.37,207.56,12.66,71.18,2.64,63.53,4.93,21.27,0.12,30.05,7.26,3.13,0.17,0.47,OD,36.06136,120.42913,7469.58,14.59131148
1563,14.0667408,14223,306.59,18.5,120.51,5.95,134.3,6.71,35.6,1.94,43.6,11.8,3.05,0.27,0.34,CAS,36.0294,120.19063,7510.13,14.48051913
1564,2.6508536,6462.05,302.16,27,152.78,8.16,174.15,6.62,34.07,0.46,43.19,10.05,2.6,0.17,0.57,AO,36.53469,120.13165,7593.71,14.25215847
1565,41.4646384,38791.52,1064.05,29.05,358.23,1.24,967.37,6.46,41.16,0.91,64.42,12.58,10.41,0.3,0.36,CAS,36.1083,120.33084,7469.58,14.59131148
1566,40.770612,17166.76,202.78,19.94,80.56,2.72,112.73,6.12,25.05,1.69,29.37,12.15,2.19,0.28,0.19,A2O,36.393846,120.426109,7671.71,14.03904372
1567,2.83808,3578,322.76,24.24,151.56,7.2,198.92,7.14,36.93,1.98,44.92,10.75,4.77,0.28,0.7,CAS,36.1284919,120.2051096,7510.13,14.48051913
1568,26.761936,9214.8,200.64,14.71,111.37,2.44,155.67,8,25.01,0.27,30.25,9.08,2.66,0.27,0.16,CAS,36.29754,120.35801,7671.71,14.03904372
1570,34.91852,13264.32,159.15,6.46,60.84,0.86,88.14,3.84,15.23,0.31,18.56,6.21,3.01,0.18,0.19,AO,22.5428599,114.05956,3948.82,24.21087432
1571,25.3752588,41855.28,459.67,24.74,111.61,6.99,338.91,7.07,40.41,0.69,62.54,9.02,8.97,0.16,0.4,AO,36.73184,119.95116,7593.71,14.25215847
1572,4.60464,478.89,101.23,20.59,44.12,6.19,37.8,7.81,17.18,0.34,19.69,4.44,1.6,0.26,0.2,OD,35.70412,119.78675,7291.67,15.07740437
1574,9.0529684,4743.8,253.33,28.96,98.84,8.47,169.78,7.04,29.28,1.85,31.84,10.49,3.37,0.31,0.31,OD,36.25677,120.26191,7593.71,14.25215847
1576,3.3377124,6437,270.46,12.75,121.8,5.08,140.61,4.92,25.03,0.31,45.9,8.32,5.4,0.25,0.27,AO,36.5454099,120.54941,7671.71,14.03904372
1577,4.01096,3990,242.23,24.86,89.47,9.02,259.94,12.81,24.88,2.16,30.23,8.22,4.49,0.35,0.24,A2O,36.67167,120.52675,7671.71,14.03904372
1578,3.91684,3537,185.49,15.98,103.81,3.27,283.88,6.65,30.48,0.69,35.53,10.41,4.62,0.19,0.42,A2O,36.8462419,120.5081274,7947.03,13.28680328
1579,4.9953104,5135.45,168.1,9.66,67.64,3.48,92.23,2.76,11.67,0.7,16.04,7.44,2.28,0.14,0.29,OD,35.86511,120.01996,7510.13,14.48051913
1580,0.1488544,25.58,114.67,17.41,38.05,16.38,165.54,19.56,12.85,2.53,33.49,15.36,1.49,0.48,0.21,CAS,36.931697,119.602491,7472.47,14.5834153
1581,0.79278,227,190.42,18.26,65.92,6.41,119.3,5.28,14.67,2.37,20.36,8.3,2.93,0.29,0.22,Other,36.407693,120.185515,7593.71,14.25215847
1582,34.1538312,74960,269.53,34.62,98.54,7.17,268.38,8,27.1,0.9,30.47,11.59,2.91,0.25,0.39,CAS,35.8481499,120.00419,7510.13,14.48051913
1583,27.5710784,41407,475.39,22.23,146.1,2.64,461.99,7.44,45.6,1.2,61.76,11.76,12.26,0.17,0.28,CAS,36.2644499,120.0335399,7593.71,14.25215847
1584,2.2300648,949,132.89,19.96,40.6,4.78,122.2,5.94,9.41,1.25,14.89,4.95,1.98,0.47,0.25,SBR,36.24195,120.17788,7510.13,14.48051913
1585,3.5632384,4362.3,290.79,24.65,173.18,6.42,139.32,6.82,25.6,0.36,31.64,7.83,6.02,0.14,0.41,AO,36.11628,120.09737,7510.13,14.48051913
1586,39.7476,30889.26,282.57,21.33,122.7,6.79,237.35,5.45,26.39,0.14,34.61,11.95,5.92,0.25,0.21,A2O,36.2185054,120.3690114,7469.58,14.59131148
1587,25.493126,26939.76,760.34,29.01,376.12,3.34,331.17,5.44,43.93,0.91,56.73,8.57,7.54,0.23,0.48,AO,36.0591501,120.2968014,7510.13,14.48051913
1588,0.223716,78.67,159.97,25.68,38.18,7.28,118.62,10.56,34.63,2.55,39.1,8.98,3.56,0.53,0.29,A2O,36.75625,120.00762,7781.23,13.73980874
1589,8.4708,14812.51,438.12,19.65,229.87,2.23,230.06,4.38,26.8,0.56,49.13,8.03,4.95,0.15,0.34,OD,36.136234,120.454761,7469.58,14.59131148
1590,4.9583864,1268.98,225.8,27.6,136.26,6.15,168.67,5.8,28.72,2.25,37.37,9.6,2,0.13,0.4,OD,35.934295,120.150174,7510.13,14.48051913
1591,5.6834,4450.68,151.81,10.05,64.22,2.5,151.65,5.41,13.93,0.4,22.98,9.3,1.93,0.12,0.33,CAS,36.84,120.50578,7947.03,13.28680328
1592,9.432272,9306.88,394.78,29.69,207.95,3.63,293.57,6.54,31.49,0.91,42.86,8.02,4.51,0.21,0.23,CAS,37.02211,118.08545,7453.62,14.63491803
1593,18.2009256,9608.41,157.65,19.74,72.46,3.05,183.98,8.53,11.63,1.4,22.21,9.33,2.19,0.25,0.19,A2O,36.55607,117.88129,7908.8,13.39125683
1594,10.0200876,7008.69,280.63,15.12,145.36,2,259.53,7.53,27.87,2.06,42.23,9.88,4.26,0.17,0.37,OD,36.75501,118.04921,7453.62,14.63491803
1595,30.9436152,11419.36,79.73,16.4,38.12,3.28,50.36,4.72,6.96,1.84,9.19,4.85,0.88,0.1,0.34,SBR,36.82659,118.09936,7453.62,14.63491803
1596,12.383296,7212.34,105.44,18.47,42.3,4.13,116.79,2.21,21.48,1.5,25.68,8.91,1.9,0.18,0.3,OD,36.82066,117.92351,7453.62,14.63491803
1597,16.238234,3128.33,84.49,24.67,31.38,8.63,100.36,13.71,11.31,3.22,16.78,6.97,1.66,0.31,0.18,OD,36.6558,118.22225,7908.8,13.39125683
