Unnamed: 0,Plant ID,Average flow (MGD),Sludge yield (tone),CODinf,CODeff,BODinf,BODeff,SSinf,SSeff,NH3-Ninf,NH3-Neff,TNinf,TNeff,TPinf,TPeff,Flow based EUI (kWh/m^3),Pollutant removal based EUI (kWh/kg COD removed),Treatment process,Latitude,Longitude,Annual HDD,annual_hdd,avg_temp
131,403,4.452962,3733.37,146.65,11.04,76.45,3.83,92.12,9.16,27.05,0.74,37.96,11.64,3.02,0.32,0.42,3.097116732,A2O,42.297655,119.315326,9954.23,9954.23,7.802650273224045
132,412,11.60391,8841.15,268.36,12.97,111.71,1.28,180.53,4.48,39.82,0.36,46.56,12.06,5.37,0.14,0.31,1.213829829,A2O,40.835303,111.648074,10775.01,10775.010000000002,5.560081967213115
133,414,0.4706,80.41,172.38,20.17,62.42,14.03,128.84,12.89,33.14,4.99,36,15.67,2.84,0.94,0.5,3.284935287,A2O,49.447073,119.702786,12904.38,12904.38,-0.257868852
134,415,1.33216,868.4,287.58,19.88,93.38,6.39,80.63,6.55,28.13,1.15,37.64,7.83,2.65,0.21,0.48,1.793051924,A2O,45.48531,119.41572,11987.32,11987.32,2.247759563
135,418,3.0652712,2193,600.21,25.31,197.79,6.11,188.34,6.59,59.37,2.27,78.11,19.47,7.9,0.29,0.56,0.974082449,A2O,43.25862,117.54157,11688.59,11688.59,3.063961749
136,421,2.2818308,1315.7,266.69,18.27,153.91,3.63,385.24,15.99,21.01,0.58,26.01,7.83,3.96,0.69,0.25,1.006360196,A2O,42.8672899,120.65779,9911.97,9911.97,7.918114754098362
137,425,4.9378972,1472.51,126.89,23.71,49.14,8.29,128.89,7.34,21.99,0.48,28.09,7.17,1.8,0.19,0.49,4.748982361,A2O,40.474249,109.959601,9542.68,9542.68,8.927103825136612
138,430,9.2616976,3351.36,170.64,19.45,74.36,4.45,176.28,4.83,20.63,0.22,26.46,9.76,2.17,0.23,0.18,1.190554931,A2O,41.59819,119.30832,9872.09,9872.09,8.027076503
139,431,2.39644,309.21,180.32,21.68,90.47,9.08,98.52,10.58,23.11,3.74,28.84,9.54,2.86,0.58,0.27,1.701966717,A2O,42.75239,112.65441,10521.23,10521.23,6.253469945355191
140,433,6.87076,1575.12,131.12,26.41,30.86,5.79,121.94,8.22,25.27,1.16,45.48,12.14,4.17,0.31,0.38,3.629070767,A2O,43.67643,122.26385,10097.96,10097.96,7.409945355191256
141,437,4.3432036,1332.13,181.11,14.57,76.58,4.54,241.07,6.58,19.04,0.62,24.6,8.36,4.01,0.23,0.21,1.260958328,A2O,39.5057999,106.72609,9305.64,9305.64,9.574754098360655
142,441,1.73036,61.1,72.7,11.66,21.77,4.53,64.36,5.33,15.41,1.3,22.38,7.71,2.1,0.2,0.61,9.99344692,A2O,44.58707,117.62746,11609.61,11609.61,3.279754098360656
143,444,0.8770536,1486.68,290.93,18.67,137.95,2.42,194.91,6.31,40.99,0.22,49.63,9.26,3.52,0.18,0.6,2.203775803,A2O,49.383022,117.1206,12424.45,12424.45,1.0534153005464493
144,445,8.6943712,8047,278.48,28.33,103.58,6.07,121.82,10.6,15.56,1.18,24.69,8.82,2.08,0.21,0.49,1.958824705,A2O,47.98499,122.75316,11898.49,11898.489999999998,2.490464480874316
145,446,5.58204,3100.5,441.94,22.02,201.29,8.57,170.07,7.7,50.21,2.22,64.3,13.98,2.89,0.13,0.39,0.928748333,A2O,44.5540228,120.8927741,10415.39,10415.39,6.542650273224044
146,452,6.1377824,979.4,253.49,26.57,153.8,4.65,186.66,5.4,38.28,0.46,81.77,10.56,6.98,0.18,0.46,2.027146131,A2O,43.54828,118.67173,10504.55,10504.55,6.299043715846994
147,457,1.7221064,339.8,136.69,12.91,81.74,6.53,89.26,6.57,19.74,0.5,26.18,9.59,2.51,0.22,0.46,3.716270803,A2O,41.91151,123.07857,9673.74,9673.74,8.569016393442624
148,464,4.4668628,3395,131.76,17.91,36.33,3.63,111.28,6.24,21.89,0.36,31.28,7.07,2.09,0.21,0.25,2.195871761,A2O,41.516913,122.768661,9404,9404,9.306010928961747
149,465,6.4491024,7495,443.64,22.94,133.05,6.02,154.31,6.84,56.59,1.25,81.15,24.29,6.28,0.26,0.34,0.808176848,A2O,41.49783,122.73521,9404,9404,9.306010928961747
150,468,9.664676,7480.69,209.7,14.41,74.23,5.06,188.43,6.2,28.94,0.54,39.42,10.36,4.99,0.1,0.38,1.945824159,A2O,41.729246,123.435778,9484.72,9484.72,9.085464480874316
151,474,10.57764,16843.32,345.76,20.9,160.02,3.28,232.24,4.74,34.27,1.78,52.24,11.56,6.42,0.29,0.56,1.723819491,A2O,41.6157614,123.3001657,9484.72,9484.72,9.085464480874316
152,478,17.308668,27703.41,473.41,22.95,142.25,2.89,142.22,3.12,45.17,0.39,51.65,9.15,5.42,0.27,0.42,0.932380234,A2O,39.04326,121.74711,8277.14,8277.14,12.384863387978143
153,480,2.4537084,2856.97,203.68,18.56,138.75,2.02,174.91,6.84,37.49,0.86,41.74,10.88,4.68,0.23,0.55,2.971045808,A2O,39.09239,122.021285,8277.14,8277.14,12.384863387978143
154,481,4.3416108,2126.07,165.36,12.01,60.68,1.42,138.83,5.12,17.15,0.2,23.5,6.83,3.06,0.2,0.36,2.347570916,A2O,39.09307,121.72197,8277.14,8277.14,12.384863387978143
155,484,6.1052024,851.1,132.01,26.55,41.79,3.07,123.11,2.95,8.49,0.27,20.25,11.78,2.53,0.24,0.18,1.706808269,A2O,38.87771,121.6925,8277.14,8277.14,12.384863387978143
156,485,6.3421676,4459.55,626.11,23.93,170.68,2.37,296.52,4.91,54.82,1.87,70.24,10.61,7.47,0.27,0.43,0.714072204,A2O,39.02123,121.47931,8314.29,8314.289999999999,12.283360655737704
157,486,31.7500788,22218.87,327.96,36.61,82.43,7.83,162.04,7.74,34.11,1.34,42.26,12.45,3.76,0.35,0.25,0.858074481,A2O,38.9443,121.58609,8277.14,8277.14,12.384863387978143
158,487,21.3860188,33489.58,224.05,20.35,134.75,6.15,163.85,7.34,28.24,1.14,34.47,13.36,3.47,0.31,0.34,1.669121257,A2O,38.8929603,121.5953524,8277.14,8277.14,12.384863387978143
159,489,20.5920804,32862.22,651.32,28.51,233.81,7.11,199.07,6.68,44.52,2.68,70.63,12.24,3.77,0.34,0.4,0.642250446,A2O,39.05284,121.83331,8277.14,8277.14,12.384863387978143
160,494,19.8014,26899.22,329.56,27.61,188.9,3.02,255.5,3.82,28.34,0.59,40.84,8.11,4,0.13,0.54,1.788375559,A2O,39.02489,121.69281,8277.14,8277.14,12.384863387978143
161,495,7.1058428,4257.06,282.64,24.62,136.47,7,139.36,7.43,21.08,0.37,36.08,10.79,4.57,0.25,0.4,1.550267421,A2O,39.39072,121.96936,8761.98,8761.98,11.06016393442623
162,498,15.946462,12080.87,318.99,27.56,180.15,2.72,211.97,5.88,24.48,0.8,28.79,7.63,3.47,0.2,0.39,1.338228734,A2O,39.10628,121.70772,8277.14,8277.14,12.384863387978143
163,500,7.9902088,3312.98,233.64,29.16,83.79,6.99,72.45,7.17,38.14,1.96,50.12,16.42,12.7,0.32,0.24,1.17370892,A2O,39.6598868,122.961772,8472.55,8472.55,11.850956284153003
164,502,20.315078,14126.44,167.22,18.68,76.55,3.75,154.65,2.98,15.18,0.67,26.2,10.84,2.83,0.15,0.27,1.817692204,A2O,38.9186399,121.64511,8277.14,8277.14,12.384863387978143
165,506,3.1220328,6011.38,345.39,16.4,153.54,1.81,310.71,3.65,32.89,0.4,47.96,7.03,7.19,0.27,0.64,1.945347883,A2O,39.0189783,121.6784902,8277.14,8277.14,12.384863387978143
166,507,14.6916976,10895.74,388.56,12.48,230.14,1.11,429.92,2.09,19.34,0.23,36.45,11.3,6.74,0.33,0.19,0.505211657,A2O,38.9587562,121.6062598,8277.14,8277.14,12.384863387978143
167,509,25.0084804,11663.31,320.36,30.45,116.32,3.78,119.2,6.34,17.83,1.13,29.97,10.52,3.31,0.28,0.28,0.965816978,A2O,39.6918599,122.01883,8761.98,8761.98,11.06016393442623
168,513,13.0170856,12952,91.32,14.47,39.49,1.21,78.16,4.9,10.94,0.63,18.94,7.51,1.23,0.25,0.33,4.294079375,A2O,41.1430217,122.9069974,9737.61,9737.61,8.394508196721313
169,517,4.5326744,4157.78,250.94,19.61,91.63,3.84,214.14,10.79,17.48,0.56,22.53,9.14,2.64,0.2,0.29,1.253620369,A2O,40.811532,122.558404,9209.88,9209.88,9.836393442622953
170,519,4.5326744,3528.5,215.18,19.68,102.57,4.82,74.74,1,33.8,0.1,37.8,8.24,3.55,0.14,0.4,2.046035806,A2O,40.811532,122.558404,9209.88,9209.88,9.836393442622953
171,521,4.258206,2558,206.97,12.45,98.59,0.92,68.51,3.11,34.39,0.48,42.04,11.14,3.9,0.11,0.4,2.056343821,A2O,41.449594,122.399629,9404,9404,9.306010928961747
172,523,4.370788,4652,121.11,17.93,39.2,6.06,79.01,13.19,12.45,1.64,21.55,10.38,1.96,0.4,0.29,2.810622214,A2O,40.289248,123.277587,9808.13,9808.13,8.201830601092896
173,527,2.6548356,828.89,185.09,27.17,48.84,2.4,94.97,6.57,14.45,0.41,14.71,6.33,2.84,0.54,0.38,2.406281662,A2O,41.919456,124.084923,10122.44,10122.44,7.343060109289616
174,528,43.44,27819.09,230.08,13.9,70.27,1.7,266.04,4.26,26.16,0.34,33.05,11,5.62,0.16,0.23,1.063928208,A2O,41.2899323,123.7641228,9819.6,9819.6,8.170491803278688
175,530,4.8385644,808.66,130.46,17.11,61.35,3.27,96.09,7.71,14.14,0.55,19.16,8.82,1.58,0.52,0.3,2.646669607,A2O,41.298191,124.122029,10324.67,10324.67,6.790519126
176,533,4.3993136,3816.55,365.93,21.28,145.74,3.54,126.33,6.52,21.76,0.73,31.16,8.07,4.04,0.14,0.6,1.740896562,A2O,41.4523,123.72679,9819.6,9819.6,8.170491803278688
177,539,6.1787608,9216,192.13,22.25,60.83,5.72,102.97,6.21,28.32,1.11,41.02,10.56,3.95,0.24,0.44,2.590063574,A2O,41.65492,122.11701,9459.08,9459.079999999998,9.155519126
178,542,75.503426,33098.86,227.9,23.4,116.22,2.07,195.26,8.26,17.19,2.79,30.39,12.51,3.08,0.16,0.25,1.222493888,A2O,41.0953,121.17656,9076.34,9076.34,10.201256830601093
179,543,7.9996932,2164.1,218.71,21.86,62.86,3.38,189.39,8,10.96,0.45,27.71,9.22,3.78,0.4,0.3,1.524003048,A2O,41.13194,121.11156,9076.34,9076.34,10.201256830601093
180,544,0.721466,302,191.75,33.02,80.91,12.78,185.57,15.28,39.16,1.92,41.74,11.79,4.18,0.68,0.4,2.52000252,A2O,41.030667,121.156692,9076.34,9076.34,10.201256830601093
181,554,0.123442,3.03,144.67,12.64,56.14,3.9,97.67,6.37,25.02,0.86,29.74,8.34,2.89,0.31,0.54,4.08997955,A2O,42.11806,121.71758,9681.99,9681.990000000002,8.546475409836065
182,556,26.2964764,15399,195.56,19.06,96.44,5.73,190.39,9.25,17.44,0.38,20.4,8.56,1.99,0.24,0.26,1.473087819,A2O,42.03204,121.61294,9681.99,9681.990000000002,8.546475409836065
183,557,11.867808,7175.32,113.66,18.46,111.81,7.47,118.44,7.49,24.2,0.42,35.42,9.99,2.77,0.24,0.32,3.361344538,A2O,42.061728,121.746358,9681.99,9681.990000000002,8.546475409836065
184,560,4.500384,3953,293.27,28.52,122.1,6.43,186.95,7.37,28.33,0.75,37.99,9.67,2.97,0.18,0.4,1.510859301,A2O,42.3683599,122.55242,9846.96,9846.96,8.095737704918035
185,562,4.887,606,126.55,17.41,67.05,15.22,49.8,15.93,18.27,0.66,25.57,5.84,1.94,0.35,0.14,1.282756093,A2O,41.23159,123.19166,9737.61,9737.61,8.394508196721313
186,563,3.97838,6221.89,221.96,18.7,92.64,2.24,114.29,2.71,35.88,0.86,43.46,11.6,4.08,0.25,0.57,2.804290072,A2O,41.283062,123.260601,9484.72,9484.72,9.085464480874316
187,564,2.3805844,1937,158.23,27.66,61.2,8.63,110.02,9.92,15.76,3.91,21.92,8.77,2.36,0.5,0.28,2.144443593,A2O,41.201289,122.928643,9737.61,9737.61,8.394508196721313
188,567,2.07788,206,162.74,10.8,48.85,2.48,64.81,4.92,14.01,4.39,19.42,6.26,2.84,0.16,0.25,1.645386337,A2O,42.4499486,123.5443435,9937.65,9937.65,7.847950819672129
189,568,0.5950556,18,111.07,19.72,37.49,7.77,21.99,7.92,17.36,1.64,29.78,10.95,2.37,0.49,0.29,3.174603175,A2O,42.74121,124.70853,10369.87,10369.87,6.667021857923498
190,573,5.3404412,476,195.79,27.32,92.34,8.94,109.41,9.28,23.23,0.65,31.73,10.85,3.24,0.3,0.26,1.543301478,A2O,42.74121,124.70853,10369.87,10369.87,6.667021857923498
191,576,2.4560252,2986,154.33,10.03,46.77,1.35,178.85,8.28,25.52,0.55,33.31,11.63,2.49,0.32,0.52,3.603603604,A2O,41.607572,120.572673,9463.75,9463.75,9.142759563
192,578,7.8551828,5728.39,205.59,19.07,62.64,3.84,260.85,7.87,24.06,0.65,39.08,12.84,4.06,0.61,0.65,3.484880978,A2O,41.40447,119.66077,9872.09,9872.09,8.027076503
193,580,4.9575176,2505.4,147.11,23.95,47.1,4.18,99.77,3.96,18.36,0.26,21.59,9.97,2.2,0.22,0.2,1.623903865,A2O,41.0024699,122.08245,9160.26,9160.26,9.971967213114754
194,582,2.3148452,1055.34,215.45,20.43,72.09,6.96,114.57,4.99,42.59,0.94,61.75,7.06,3.15,0.38,0.06,0.307660753,A2O,41.24978,121.98455,9160.26,9160.26,9.971967213114754
195,583,1.7954476,424.97,143.92,16.37,60.61,7.67,67.3,12.15,17.02,0.32,36.18,10.01,6.02,0.4,0.48,3.763230106,A2O,40.719888,122.170344,8764.83,8764.83,11.052377049180327
196,586,19.757236,11326.14,198.1,19.98,92.3,1.41,113.36,2.96,23.83,0.26,31.99,9.07,3.64,0.1,0.24,1.347406243,A2O,41.18675,121.99688,9160.26,9160.26,9.971967213114754
197,593,12.9596,6545.67,181.06,22.38,60.52,4.26,419,5.24,19.61,0.9,30.52,8.26,4.97,0.13,0.17,1.071338543,A2O,44.01177,125.35065,10521.88,10521.88,6.251693989071038
198,596,42.43364,32126.51,188.51,22.29,112.34,8.21,129.62,6.47,20.95,1.54,24.95,10.87,1.58,0.21,0.27,1.624353267,A2O,43.97348,125.33169,10521.88,10521.88,6.251693989071038
199,597,3.0408,2484,507.07,24.65,168.55,5.65,118,5.83,91.89,2.01,109.9,6.96,7.97,0.19,0.3,0.621864765,A2O,43.86668,125.46968,10521.88,10521.88,6.251693989071038
200,598,0.76744,280.77,228.83,18.22,75.65,6.65,58.88,5.61,18.82,0.29,24.04,7.55,2.51,0.16,0.58,2.753905323,A2O,43.89165,125.11147,10492.04,10492.04,6.333224043715847
201,600,5.80648,728.72,93.46,11.98,29.68,5.54,140.96,4.08,9.04,0.87,21.05,8.64,1.38,0.24,0.31,3.804614629,A2O,44.1517399,125.83949,10521.88,10521.88,6.251693989071038
202,603,28.53284,48506.19,263.22,16.23,108.24,3.53,221.89,3.52,23.38,0.31,27.55,8.31,4,0.08,0.43,1.740961173,A2O,43.3449399,125.30536,10387.17,10387.17,6.619754098360656
203,604,1.79552,869.5,297.3,16.76,121.96,7.28,171.7,3.96,34.67,1.07,46.3,8.32,5.1,0.23,0.58,2.067441363,A2O,43.8332699,125.28845,10492.04,10492.04,6.333224043715847
204,605,202.98788,265921.64,334.78,11.39,164.33,0.82,297.74,4.22,33.84,0.37,45.37,6.31,5.25,0.07,0.34,1.051362132,A2O,43.94843,125.35445,10521.88,10521.88,6.251693989071038
205,607,6.65356,5426,94,17.08,22.52,4.29,46.88,7.67,17.17,0.61,20.47,7.23,1.96,0.5,0.29,3.770150806,A2O,43.57212,125.66023,10473.61,10473.61,6.383579234972677
206,609,25.9916,28907.95,253.72,18.15,88.89,3.56,169.09,6.41,24.4,0.43,30.69,9.79,3.48,0.25,0.46,1.952710447,A2O,43.858169,125.185508,10492.04,10492.04,6.333224043715847
207,610,26.1002,21168.36,342.58,25.32,124.07,4.94,260.64,6.19,22.22,2.85,32.79,9.62,4.11,0.48,0.41,1.292315451,A2O,43.856006,125.214903,10492.04,10492.04,6.333224043715847
208,613,5.5386,9857.93,372.48,37.13,184.27,5.19,142.38,4.93,43.27,1.57,46.24,9.64,5.52,0.16,0.47,1.401520799,A2O,42.98538,126.80529,10743.65,10743.65,5.645765027322403
209,615,62.43776,71334.73,371.74,21.84,176.75,6.47,331.93,8.33,22.51,0.96,31.26,9.42,4.17,0.14,0.38,1.086024578,A2O,43.9012963,126.5120398,10593.11,10593.11,6.057076502732241
210,619,4.75668,3100.3,118.67,22.82,61.72,8.31,121.12,8.74,11.52,2.29,23.57,8.14,2.42,0.24,0.58,6.051121544,A2O,43.701296,126.530677,10839.02,10839.02,5.385191257
211,621,1.24528,498.3,125.54,23.79,22.59,4.69,144.78,4.27,18.69,0.57,28.82,14.44,2.23,0.51,0.17,1.670761671,A2O,43.35161,124.58238,10294.08,10294.08,6.874098360655738
212,624,34.5348,46025.19,238.43,22.49,90.87,3.34,171.9,5.52,21.31,0.5,30.99,12.25,3.76,0.24,0.44,2.037603038,A2O,43.19738,124.3609,10293.68,10293.68,6.875191257
213,625,27.42512,23912.78,358.21,32.65,186.66,5.98,212.55,7.66,22.54,1.6,29.98,9.78,2.62,0.23,0.25,0.767907605,A2O,42.90392,125.09527,10420.75,10420.75,6.5280054644808745
214,626,2.61364,391,184.37,7.61,83.62,1.22,166.11,5.9,17.83,0.46,24.47,3.58,3.37,0.12,0.27,1.527494908,A2O,42.676532,125.533164,10440.14,10440.14,6.475027322404372
215,630,3.05528,3013.02,266.45,21.16,97.75,5.37,118.72,5.38,21.11,0.41,25.9,7.21,2.89,0.13,0.46,1.875331241,A2O,42.175549,127.484116,11331.12,11331.12,4.040655737704919
216,631,4.58292,4515,245.7,24.72,105.36,2.72,109.79,7.14,23.01,1.33,28.28,13.56,2.64,0.22,0.44,1.991130419,A2O,42.3887199,126.81329,10802.75,10802.75,5.484289617486339
217,632,3.39556,823.47,215.75,12.35,99.37,5.99,138.86,9.91,11.7,1.14,19.02,3.67,1.92,0.19,0.5,2.458210423,A2O,41.442806,128.213356,11337,11337,4.024590163934426
218,637,27.38892,11003.77,228.51,16.99,56.6,5.32,140.81,2.85,19.15,1.21,28.26,10.05,3.39,0.26,0.19,0.898260212,A2O,45.12273,124.8012,10722.43,10722.43,5.703743169398908
219,640,3.50416,1332.03,153.7,11.29,61.12,2.12,101.47,6.65,24.16,0.53,27.85,8.96,2.7,0.17,0.3,2.106593638,A2O,44.8129599,123.08831,10541.99,10541.990000000002,6.196748633879782
220,644,4.64808,2235.89,166.25,25.06,61,3.48,104.65,4.79,20.71,0.38,23.9,8.82,1.2,0.22,0.26,1.841490191,A2O,42.796222,129.469025,10543.28,10543.28,6.193224043715847
221,649,11.30888,8047.16,433.41,31.82,142.72,6.6,337.84,8.78,35.21,2.01,45.97,11.97,7.76,0.19,0.46,1.145446849,A2O,42.539628,125.709607,10440.14,10440.14,6.475027322404372
222,663,7.508604,2206.93,128.2,22.42,34.02,6.76,44.75,7.83,22.08,1.58,39.61,6.11,2.57,0.23,0.16,1.512573265,A2O,50.4208247,124.1367269,12762.83,12762.83,0.1288797814207649
223,664,2.9333584,849.4,208.32,29.81,120.18,6.92,119.31,7.83,51.13,2.68,59.39,6.26,4.3,0.27,0.47,2.63290572,A2O,46.82914,126.46701,11661.98,11661.98,3.1366666666666667
224,666,2.2098652,1124,317.81,27.05,152.87,7.67,127.6,8.18,35.26,1.61,49.84,8.57,5.16,0.26,0.37,1.27252717,A2O,47.913847,123.504742,11560.22,11560.22,3.414699453551912
225,670,8.17396,7470.85,166.43,9.56,58.82,2.1,48.85,5.27,23.65,0.17,26.58,9.52,2.64,0.24,0.24,1.529929241,A2O,45.895444,126.575834,11236.35,11236.35,4.299590163934426
226,676,15.92076,7031,252.25,15.16,88.17,1.83,90.67,7.86,21.51,0.15,30.02,7.55,3.66,0.08,0.26,1.096629972,A2O,45.835465,126.64187,11236.35,11236.35,4.299590163934426
227,684,1.1191592,787.64,101.57,12.91,46.03,2.63,124.71,5.51,8.32,0.18,15.92,9.12,1.8,0.22,0.3,3.383713061,A2O,47.5775199,130.8286,12112.01,12112.009999999998,1.9070765027322407
228,691,22.561288,9479.6,140.76,12.11,64.85,2.74,158.63,6.16,15.67,0.67,22.77,8.67,2.18,0.24,0.21,1.632335795,A2O,46.83659,130.42568,11844.63,11844.63,2.637622950819673
229,694,4.75668,3142.19,309.68,16.87,157.54,2.63,317.88,5.73,16.24,1.38,22.03,7.91,3.47,0.16,0.33,1.12701069,A2O,47.185337,124.879787,11359.04,11359.04,3.9643715846994536
230,700,13.34332,5650.52,155.27,13.33,47.3,1.67,48.05,6.53,15.07,0.39,19.96,5.31,1.81,0.25,0.23,1.620402987,A2O,45.78229,130.99008,11696.55,11696.55,3.042213114754098
231,704,8.98484,6703,185.7,19.16,65.48,6.21,213.24,3.03,16.05,0.99,39.32,7.6,3.09,0.17,0.33,1.981505945,A2O,46.87967,127.48481,11847.08,11847.08,2.6309289617486327
232,713,2.15028,249.5,169.14,27.16,50.84,5.49,72.7,2.49,20.19,0.86,28.31,10.93,4.29,0.32,0.49,3.451190308,A2O,49.4226499,127.461,12377.79,12377.79,1.1809016393442615
233,716,0.8266632,1051.9,533.55,36.43,174.43,7.24,1016.93,45.45,70.24,3.47,98.68,20.7,10.28,1.09,0.38,0.764402961,A2O,45.35451,126.74887,11176.45,11176.45,4.463251366120219
234,719,17.07192,14011.74,137.57,17.26,54.27,1.65,117.42,4.02,12.53,0.42,19.38,8.27,2,0.24,0.51,4.239049123,A2O,47.730045,128.913919,12508.15,12508.15,0.8247267759562839
235,731,6.2329884,3748.45,236.19,27.8,56.86,4.73,136.98,6.02,30.3,1.37,37.56,8.29,3.45,0.3,0.21,1.007725899,A2O,31.866429,118.603559,6726.26,6726.26,16.62224043715847
236,733,14.750776,14658.64,215.8,17.28,89.7,4.88,120.68,6.4,27.79,0.3,34.81,9.24,3.43,0.06,0.24,1.208946202,A2O,31.87751,118.81375,6726.26,6726.26,16.62224043715847
237,735,27.3478692,43858.74,272.15,25.26,120.88,5.21,208.27,4.21,37.54,0.49,48.09,9.76,4.16,0.21,0.49,1.984689538,A2O,31.9526599,118.84002,6726.26,6726.26,16.62224043715847
238,737,9.713908,5652.51,144.52,14.27,68.23,3.6,80.71,5.08,23.76,1.58,26.29,7.34,2.61,0.19,0.25,1.919385797,A2O,31.333528,118.885696,6556.93,6556.93,17.084890710382513
239,738,1.58556,977.1,318.47,22.31,141.12,7.93,146.73,8.93,33.82,2.11,42.89,11.07,3.41,0.26,0.45,1.519448947,A2O,31.96712,118.53323,6726.26,6726.26,16.62224043715847
240,739,20.08376,11379.6,151.63,14.31,54.61,1.37,128.47,3.67,20.26,0.32,24.73,8.87,2.34,0.13,0.3,2.184678124,A2O,32.05198,118.63132,6726.26,6726.26,16.62224043715847
241,740,34.9151896,34510.23,180.09,21.32,65.72,2.12,167.06,4.84,27.82,0.33,31.19,5.79,2.88,0.25,0.38,2.393399257,A2O,32.00235,118.86154,6726.26,6726.26,16.62224043715847
242,741,183.4564596,142831.15,205.86,21.69,82.81,2.64,131.99,3.63,21.55,0.91,25.97,9.02,2.57,0.09,0.29,1.574632133,A2O,32.09568,118.78898,6726.26,6726.26,16.62224043715847
243,742,24.935284,26798.54,243.69,19.35,84.49,2.84,131.59,4.08,33.05,0.43,37.83,7.27,2.99,0.05,0.29,1.292680752,A2O,32.14553,118.8524,6726.26,6726.26,16.62224043715847
244,745,8.98484,6368.46,301.1,10.63,112.2,3.26,250.19,2.66,25.66,0.24,37.13,6.73,4.54,0.06,0.3,1.032808896,A2O,32.14545,118.85544,6726.26,6726.26,16.62224043715847
245,747,6.4523604,4604.6,252.45,19,147.96,6.76,164.84,8.92,33.61,2.73,42.48,11.71,2.94,0.3,0.42,1.79910045,A2O,32.115661,118.690682,6726.26,6726.26,16.62224043715847
246,750,1.3213,1049.72,245.22,29.94,71.37,6.55,53.99,7.04,20.01,0.28,24.86,5.95,1.93,0.18,0.5,2.32255667,A2O,31.70927,118.95355,6556.93,6556.93,17.084890710382513
247,754,26.6264032,9804.13,175.91,25.34,59.88,2.27,53.15,2.45,22.56,0.33,24.93,9.27,2.06,0.12,0.37,2.457328817,A2O,31.9394867,120.329112,6709.44,6709.4400000000005,16.668196721311475
248,755,24.2736204,7738.88,164.23,19.34,56.24,1.75,77.38,2.5,17.21,0.17,19.03,8.02,2.34,0.16,0.25,1.725446891,A2O,31.91562,120.12526,6684.15,6684.15,16.737295081967215
249,756,2.3644392,1053.96,170.56,21.31,46.93,1.99,38.99,2.44,4.2,0.16,6.49,3.03,0.75,0.12,0.53,3.551088777,A2O,31.8994,120.02042,6684.15,6684.15,16.737295081967215
250,757,1.7059612,675.6,350.09,34.68,62.91,0.67,223.25,4.92,23.31,0.59,33.25,10.03,4.54,0.19,0.56,1.775466853,A2O,31.8719,120.33563,6709.44,6709.4400000000005,16.668196721311475
251,760,1.319852,983.98,99.02,10.64,34.04,3.56,143.89,6.46,16.29,1.48,18.99,7,1.41,0.17,0.21,2.376103191,A2O,31.91562,120.12526,6684.15,6684.15,16.737295081967215
252,762,2.7590916,1102.7,164.79,15.72,57.71,6.54,71.3,7.03,19.93,0.23,25.54,8.91,2.47,0.08,0.32,2.146642517,A2O,31.863157,120.410585,6709.44,6709.4400000000005,16.668196721311475
253,769,4.823288,2489,255.19,28.19,110.03,6.02,228.55,2.61,10.93,0.49,38.48,1.42,1.17,0.58,0.31,1.365638767,A2O,31.64287,120.18506,6425.5,6425.5,17.443989071038253
254,770,10.6609724,5855.42,139.7,14,42.57,4.56,140.98,5.05,29.19,1.68,31.73,10.46,3.2,0.25,0.27,2.14797136,A2O,31.423634,119.853889,6425.5,6425.5,17.443989071038253
255,774,5.5359936,5420.31,147.43,13.41,59.19,2.58,395.58,4.09,25.85,0.49,28.11,6.88,2.85,0.14,0.65,4.850022385,A2O,31.5606875,120.1394561,6425.5,6425.5,17.443989071038253
256,777,1.170708,1436.24,404.97,24.45,157.96,14.22,130.06,8.4,45.94,1.4,63,9.35,5.16,0.35,0.53,1.392830863,A2O,31.6261,120.1417,6425.5,6425.5,17.443989071038253
257,778,11.883012,17630.87,188.02,23.13,81.47,4.77,226.74,5.83,18.6,0.2,28.63,7.15,2.59,0.18,0.35,2.122627206,A2O,31.6005,120.22332,6425.5,6425.5,17.443989071038253
258,780,30.6843508,17574.88,307.47,22.82,102.74,4.8,163.33,4.02,28.45,1.11,35.46,9.67,5,0.25,0.51,1.791673986,A2O,31.51824,120.37225,6504.77,6504.769999999999,17.227404371584697
259,781,22.50916,18659.74,379.17,32.37,140.88,2.89,115.69,4.58,15.79,0.44,24.71,9.11,2.11,0.2,0.34,0.980392157,A2O,31.669179,120.458623,6504.77,6504.769999999999,17.227404371584697
260,785,44.23278,51002.81,373.97,21.05,155.42,3.35,141.02,5,30.52,1.72,41.48,9.07,5.78,0.18,0.42,1.190071404,A2O,31.61156,120.33274,6504.77,6504.769999999999,17.227404371584697
261,786,62.788176,75463.48,241.15,19.29,103.55,2.98,64.26,5,23.29,0.43,32.04,9.25,4.3,0.22,0.34,1.532497972,A2O,31.58094,120.28143,6425.5,6425.5,17.443989071038253
262,790,4.4699036,7092.47,345.68,20.43,103.47,7.06,152.22,4.98,26.65,0.26,32.72,8.25,3.18,0.09,0.41,1.260568793,A2O,31.700383,120.547192,6504.77,6504.769999999999,17.227404371584697
