Plant ID,Average flow (MGD),Sludge yield (tone),CODinf,CODeff,BODinf,BODeff,SSinf,SSeff,NH3-Ninf,NH3-Neff,TNinf,TNeff,TPinf,TPeff,EUI (kWh/m3),Treatment process,Latitude,Longitude,annual_hdd,Current electricity consumption (kWh/a),Current heat consumption (kWh/a),Methane generation (m3/a),Current electricity recovery potential (kWh/a),Current heat recovery potential (kWh/a),Current effective heat recovery potential (kWh/a),Current energy self-sufficiency,Current recovered heat waste,COD_out_CEPT,TN_out_CEPT,C/N ratio_CEPT,BOD removed (kg/a),SS removed (kg/a),Sludge yield by CEPT (tonne/a),CEPT electricity recovery potential (kWh/a),CEPT heat recovery potential (kWh/a),COD_eff (mg/L),COD_removal (%),NHx_eff (mg/L),NHx_removal (%),C/N_ratio_HRAS,Sludge_VSS (g/a),Sludge_TSS (g/a),Sludge_COD (g/a),Electricity recovery potential (kWh/a)_HRAS,Heat recovery potential (kWh/a)_HRAS,If CEPT,If HRAS,Electricity consumption HRAS-PNA,Heat consumption HRAS-PNA,HRAS-PNA energy consumption,Electricity consumption CEPT-PDA,Heat consumption CEPT-PDA,CEPT-PDA energy consumption,Selected_Process,Selected_Electricity,Selected_Heat,Electricity consumption after upgrade,Heat consumption after upgrade
148,3.5608492,7073.15,250.9,15.65,104.03,4.78,300.35,4.46,49.19,0.48,57.52,10.35,5.02,0.12,0.4,CAS,38.73889,115.013532,7569.12,2000000.0,170000.0,64000.0,223000.0,255000.0,170000.0,0.181,0.669,62.7,48.9,1.28,256000.0,1180000.0,2410.0,350000.0,400000.0,64.06638901543037,74.46536906519316,47.03418052122526,4.382637688096643,1.3621240618090271,550662868.5850121,647838668.9235437,817219665.3228492,447496.71,511424.82,CEPT,HRAS,1833333.211190171,77994.35637564823,1911327.5675658192,1573380.2587071,290143.8396347032,1863524.0983418033,HRAS,447496.71,511424.82,1833333.211190171,77994.35637564823
168,0.9084028,608.11,157.54,12.05,55.0,4.52,180.0,4.73,19.93,0.31,28.48,9.02,2.56,0.22,0.35,CAS,38.4384799,114.55294,7604.3,442000.0,14700.0,8310.0,28900.0,33000.0,14700.0,0.0956,0.445,39.4,24.2,1.63,34500.0,181000.0,494.0,47300.0,54000.0,53.801836023549136,65.84877743839715,18.876776138474725,5.284615461742474,2.850160198376777,80263974.38124883,94428205.1544104,119153346.25944044,65246.51,74567.44,CEPT,,,,,355037.29563974997,59749.8902435312,414787.18588328117,CEPT,47300.0,54000.0,355037.29563974997,59749.8902435312
175,1.2339856,1920.0,303.62,28.64,276.0,13.15,290.16,14.02,66.41,2.93,74.85,11.93,5.88,0.43,0.57,CAS,38.531078,116.401606,7666.019999999999,980000.0,46800.0,58800.0,205000.0,234000.0,46800.0,0.245,0.2,75.9,63.6,1.19,235000.0,396000.0,821.0,322000.0,368000.0,71.26949906882511,76.52674426295202,63.60849956116847,4.218491851877024,1.1204398714088442,230812422.26615265,271544026.1954736,342496734.4344292,187545.86,214338.12,CEPT,HRAS,786987.7780225015,33110.14798784323,820097.9260103448,747850.86611452,100106.90302739723,847957.7691419172,CEPT,322000.0,368000.0,747850.86611452,100106.90302739723
176,4.6663972,5794.87,119.99,8.82,63.14,2.32,197.33,5.67,15.17,0.42,21.49,9.59,2.44,0.28,0.25,CAS,37.848537,115.968953,7535.620000000001,1640000.0,139000.0,51400.0,179000.0,205000.0,139000.0,0.179,0.679,30.0,18.3,1.64,204000.0,1020000.0,2630.0,279000.0,318000.0,40.81499876821008,65.98466641535956,14.41343594286035,4.987238346339159,2.8317327617102745,332056227.4667588,390654385.2550103,493035654.2,269978.62,308546.99,CEPT,,,,,1374326.09201855,315228.6335920852,1689554.7256106352,CEPT,279000.0,318000.0,1374326.09201855,315228.6335920852
177,4.1494612,750.0,140.48,18.27,59.22,6.84,93.99,12.16,12.41,1.97,15.65,9.11,1.36,0.63,0.23,CAS,37.5508499,115.57938,7334.990000000002,1320000.0,17500.0,39400.0,137000.0,157000.0,17500.0,0.115,0.112,35.1,13.3,2.64,170000.0,431000.0,1860.0,232000.0,266000.0,45.55425771954298,67.57242474406108,11.450978372272951,7.727813277413756,3.978197866,347389521.84299904,408693555.1094107,515715682.51142406,282397.85,322740.4,,,,,,,,,Current,137000.0,157000.0,1320000.0,17500.0
180,1.971452,713.9,176.22,16.78,51.15,4.5,51.57,6.67,12.66,1.26,18.96,4.66,2.65,0.28,0.15,CAS,37.5508499,115.57938,7334.990000000002,411000.0,16700.0,16700.0,58000.0,66300.0,16700.0,0.174,0.251,44.1,16.1,2.73,69700.0,112000.0,792.0,95400.0,109000.0,65.40938375643307,62.88197494243952,11.512348394730042,9.065178556634743,5.681671672,176422262.82197803,207555603.31997415,261866379.3,143393.94,163878.78,,,,,,,,,Current,58000.0,66300.0,411000.0,16700.0
197,29.94464,20307.75,245.86,15.19,95.33,3.28,134.22,3.73,26.82,0.59,36.11,9.39,3.03,0.15,0.37,CAS,39.47808,116.73916,7996.749999999999,15400000.0,517000.0,500000.0,1740000.0,1990000.0,517000.0,0.142,0.26,61.5,30.7,2.0,1970000.0,4440000.0,14800.0,2700000.0,3090000.0,65.54337335115908,73.34118061044535,24.74395429012225,7.740662602079605,2.648864146072396,4444824502.459231,5229205297.010861,6596253913.364674,3612005.53,4128006.32,CEPT,,,,,12253016.776408,1882461.7275494668,14135478.503957467,CEPT,2700000.0,3090000.0,12253016.776408,1882461.7275494668
198,2.0838168,677.1,72.26,9.35,26.86,3.09,66.52,4.68,8.86,0.56,23.75,10.34,1.19,0.36,0.21,CAS,39.54294326,116.6597565,7996.749999999999,607000.0,17200.0,8980.0,31200.0,35700.0,17200.0,0.0776,0.483,18.1,20.2,0.895,38700.0,153000.0,871.0,52900.0,60500.0,30.41285591030463,57.91190712661967,8.535515721024877,3.662350779,3.5630952955063964,80506656.36342329,94713713.36873329,119580325.92189442,65480.32,74834.65,CEPT,,,,,527030.89115378,110785.41653348552,637816.3076872656,CEPT,52900.0,60500.0,527030.89115378,110785.41653348552
201,0.97016,265.1,235.76,13.5,152.53,23.73,246.96,17.95,21.76,1.27,22.33,9.54,13.65,0.99,0.36,CAS,38.633193,115.700896,7509.200000000001,484000.0,6330.0,22600.0,78800.0,90000.0,6330.0,0.174,0.0703,58.9,19.0,3.11,102000.0,265000.0,599.0,140000.0,160000.0,62.39183749681911,73.53586804512253,19.767203570075296,9.158071828698096,3.1563310043142057,139742716.27368635,164403195.6161016,207382728.61982965,113559.54,129782.33,,,,,,,,,Current,78800.0,90000.0,484000.0,6330.0
213,10.83466,3030.8,201.93,20.64,97.31,10.18,115.38,9.82,23.21,3.05,33.97,12.96,2.95,0.87,0.23,CAS,40.98746,117.490839,9694.05,3460000.0,93500.0,171000.0,595000.0,680000.0,93500.0,0.194,0.137,50.5,28.9,1.75,728000.0,1380000.0,5120.0,997000.0,1140000.0,56.72740927294629,71.90738905910648,21.608775923964743,6.898854269863241,2.625202347072052,1336048806.005175,1571822124.711971,1983000863.2841709,1085860.27,1240983.17,CEPT,,,,,2961665.9614005,789452.7415525113,3751118.7029530113,CEPT,997000.0,1140000.0,2961665.9614005,789452.7415525113
215,6.6608,10031.0,260.12,19.6,121.43,6.35,176.86,5.54,21.28,1.89,26.03,6.19,2.5,0.31,0.25,CAS,37.3579499,115.40866,7334.990000000002,2340000.0,234000.0,139000.0,483000.0,552000.0,234000.0,0.279,0.424,65.0,22.1,2.94,559000.0,1300000.0,3600.0,765000.0,874000.0,66.16415079,74.56398939241531,18.99325188277681,10.745996791462344,3.483560961588011,1057609078.191738,1244245974.3432214,1569398816.3530126,859378.26,982146.58,,,,,,,,,Current,483000.0,552000.0,2340000.0,234000.0
227,4.3510952,1355.3,298.4,23.75,122.66,5.78,127.93,3.77,30.09,1.41,37.17,5.54,5.13,0.28,0.6,CAS,36.875953,115.43127,7275.65,3610000.0,31400.0,92200.0,321000.0,366000.0,31400.0,0.0966,0.0856,74.6,31.6,2.36,369000.0,615000.0,2110.0,505000.0,577000.0,71.15618911279415,76.15409212,27.33752644232148,9.147469450576684,2.602875914,794841156.4259921,935107242.8541086,1179398037.7665606,645819.93,738079.92,,,,,,,,,Current,321000.0,366000.0,3610000.0,31400.0
241,8.31152,16583.0,178.48,10.5,92.0,8.23,182.29,8.17,32.07,0.41,41.91,5.07,4.06,0.17,0.29,CAS,38.03673,114.38266,7415.319999999999,3400000.0,391000.0,126000.0,439000.0,502000.0,391000.0,0.219,0.78,44.6,35.6,1.25,528000.0,1670000.0,4540.0,723000.0,826000.0,52.31755222438025,70.68716258158884,30.730580449871887,4.176549891263216,1.7024589662314158,906359774.3,1066305616.7969506,1345416206.4170797,736728.88,841975.87,CEPT,HRAS,3613464.819404739,125765.78763823997,3739230.607042979,2766529.919268,535471.8824353119,3302001.801703312,HRAS,736728.88,841975.87,3613464.819404739,125765.78763823997
249,2.0524676,460.0,300.4,31.46,120.16,12.58,308.02,7.9,29.85,2.77,51.17,12.74,4.76,0.38,0.46,CAS,39.4769653,118.1379114,8167.19,1310000.0,12000.0,40000.0,139000.0,159000.0,12000.0,0.115,0.0751,75.1,43.5,1.73,170000.0,699000.0,1410.0,233000.0,267000.0,71.43415220326739,76.22032216935173,27.071797207440397,9.307212035,2.638692645925793,377349473.1518294,443940556.6492111,559913880.5,306600.09,350400.1,CEPT,,,,,1026416.79627296,183165.08531963467,1209581.8815925948,CEPT,233000.0,267000.0,1026416.79627296,183165.08531963467
258,3.276824,3030.0,437.25,37.61,141.45,13.53,102.02,12.84,49.48,7.35,65.59,14.0,5.16,0.54,0.64,CAS,36.32684,115.00104,7054.92,2910000.0,68000.0,76000.0,264000.0,302000.0,68000.0,0.112,0.225,109.0,55.8,1.96,320000.0,370000.0,1500.0,438000.0,501000.0,105.39624274003776,75.89565632017433,45.283601741342906,8.480998905935916,2.327470401803604,798672628.8421067,939614857.461302,1184914213.3519373,648840.5,741532.0,CEPT,,,,,2194147.7724956004,168319.43835616438,2362467.210851765,CEPT,438000.0,501000.0,2194147.7724956004,168319.43835616438
261,2.9906992,441.22,105.55,18.17,38.7,5.99,54.75,7.16,22.07,0.65,26.95,10.11,2.41,0.23,0.35,CAS,37.6276999,116.39154,7411.1,1450000.0,10400.0,17700.0,61700.0,70500.0,10400.0,0.0494,0.148,26.4,22.9,1.15,80000.0,181000.0,1210.0,109000.0,125000.0,39.57649220046663,62.50450763,21.477721815093503,2.683634729979599,1.842676450565357,176582849.60259253,207744528.94422647,262228010.9905913,143591.96,164105.1,CEPT,HRAS,1425622.8556819246,24488.556696943557,1450111.412378868,1160547.937219,142632.65441400302,1303180.591633003,HRAS,143591.96,164105.1,1425622.8556819246,24488.556696943557
265,6.9997768,4383.85,249.63,14.01,124.3,3.59,142.36,5.15,24.65,0.69,38.82,9.13,4.54,0.17,0.26,CAS,39.74754,116.995949,7996.749999999999,2530000.0,112000.0,153000.0,533000.0,609000.0,112000.0,0.244,0.183,62.4,33.0,1.89,601000.0,1100000.0,3510.0,823000.0,940000.0,64.40090442,74.20145639,22.49537487697453,8.740872710042469,2.8628509094080754,1069514116.1905708,1258251901.4006715,1587146600.8974197,869096.67,993253.33,CEPT,,,,,2120540.32134968,446448.6934931506,2566989.0148428306,CEPT,823000.0,940000.0,2120540.32134968,446448.6934931506
267,3.67792,1914.0,171.81,17.35,155.75,7.87,142.48,7.04,17.53,0.42,23.59,5.84,2.67,0.28,0.29,CAS,37.518052,115.234364,7235.69,1480000.0,44100.0,98600.0,343000.0,392000.0,44100.0,0.254,0.112,43.0,20.1,2.14,396000.0,579000.0,1850.0,542000.0,619000.0,51.518223388156095,70.01442094,16.25282240660572,7.285667960035831,3.1698016565551885,382558123.59707385,450068380.70243984,567858533.3795928,310950.46,355371.95,,,,,,,,,Current,343000.0,392000.0,1480000.0,44100.0
273,1.004188,79.5,101.33,10.84,40.49,4.11,46.43,1.84,19.32,1.37,35.4,9.77,1.92,0.39,0.44,CAS,37.107668,114.567696,7236.75,611000.0,1830.0,6620.0,23000.0,26300.0,1830.0,0.0406,0.0695,25.3,30.1,0.842,28100.0,51500.0,398.0,38500.0,43900.0,36.262623064829135,64.21333952,18.736290079911765,3.021272878303497,1.93542173558192,59786315.491797954,70336841.75505641,88785441.29665095,48617.52,55562.88,CEPT,HRAS,543626.6734100212,8096.127790739652,551722.8012007609,476921.9717562001,45811.821803652965,522733.79355985305,HRAS,48617.52,55562.88,543626.6734100212,8096.127790739652
275,2.1435468,1330.0,183.3,15.59,91.33,7.89,94.01,12.89,21.91,2.64,27.34,9.03,3.79,0.44,0.3,CAS,37.0746299,115.14261,7140.15,894000.0,30200.0,32400.0,113000.0,129000.0,30200.0,0.155,0.234,45.8,23.2,1.97,135000.0,223000.0,962.0,185000.0,212000.0,53.46073381734552,70.83429688088079,20.513301136892174,6.374709553207769,2.6061497104041917,239204334.14117795,281416863.6955034,355059217.73466665,194424.88,222199.86,CEPT,,,,,730044.4059736002,109252.98924657534,839297.3952201756,CEPT,185000.0,212000.0,730044.4059736002,109252.98924657534
279,5.8522368,5491.9,271.2,23.06,135.81,7.77,153.48,5.66,30.32,1.26,36.45,10.93,4.3,0.28,0.3,CAS,39.31813,115.50409,8188.24,2450000.0,143000.0,136000.0,472000.0,540000.0,143000.0,0.238,0.265,67.8,31.0,2.19,549000.0,993000.0,3010.0,752000.0,859000.0,67.37010583,75.15851554878934,27.908433731702424,7.953714605,2.413969429,973411042.0489858,1145189461.234101,1444469620.2000403,790968.98,903964.55,,,,,,,,,Current,472000.0,540000.0,2450000.0,143000.0
284,4.1739324,640.07,144.05,29.81,67.37,7.12,64.84,7.06,10.06,1.64,20.1,7.79,1.74,0.44,0.27,CAS,37.6657899,114.38592,7541.999999999999,1560000.0,15400.0,45600.0,159000.0,181000.0,15400.0,0.11,0.0847,36.0,17.1,2.11,194000.0,299000.0,1740.0,266000.0,304000.0,46.61142654602675,67.64218913847502,9.060375377254813,9.936626468640036,5.144535916584668,356594354.51493424,419522770.0175697,529345172.5189969,289861.14,331269.88,,,,,,,,,Current,159000.0,181000.0,1560000.0,15400.0
293,2.46884,1805.9,108.15,11.32,48.81,3.27,110.98,2.02,21.49,0.54,25.55,9.39,2.31,0.21,0.79,CAS,40.5023999,115.28751,9950.47,2700000.0,57200.0,20400.0,70900.0,81000.0,57200.0,0.0464,0.706,27.0,21.7,1.24,83200.0,303000.0,1150.0,114000.0,130000.0,37.83514203902769,65.01604989456524,20.845333326559103,2.999844920618404,1.815041354643239,157988048.23599982,185868292.04235277,234608911.20785585,128468.17,146820.77,CEPT,HRAS,1957615.2114504473,29417.097759436976,1987032.3092098844,2011691.4175810004,182008.7872526636,2193700.204833664,HRAS,128468.17,146820.77,1957615.2114504473,29417.097759436976
298,3.5900264,903.87,675.16,36.14,224.28,10.52,356.62,9.73,71.66,2.11,81.97,9.82,8.76,0.49,0.59,CAS,39.9354499,119.59964,8800.650000000001,2930000.0,25300.0,139000.0,484000.0,553000.0,25300.0,0.172,0.0458,169.0,69.7,2.42,556000.0,1420000.0,2650.0,761000.0,870000.0,130.18995011260594,80.71717072803395,64.08914059052184,10.564972661845047,2.031388608320015,1328257847.158913,1562656290.7751915,1970090315.0,1078790.66,1232903.61,,,,,,,,,Current,484000.0,553000.0,2930000.0,25300.0
299,9.243308,10476.0,315.43,22.02,130.85,8.45,149.49,7.96,32.15,0.98,39.55,7.79,4.08,0.23,0.2,CAS,39.11267,116.39011,7781.5,2600000.0,259000.0,205000.0,713000.0,815000.0,259000.0,0.341,0.318,78.9,33.6,2.35,836000.0,1530000.0,4710.0,1140000.0,1310000.0,73.33479878840399,76.75084843280476,29.18121585285696,9.234165309931686,2.513082359494085,1783714861.8434486,2098488072.7569983,2646610201.7768774,1449242.37,1656277.0,,,,,,,,,Current,713000.0,815000.0,2600000.0,259000.0
301,13.43925,6277.98,220.53,25.0,64.54,5.1,86.15,5.89,35.57,0.58,42.7,11.11,2.85,0.17,0.68,CAS,43.674388,124.53062,10294.08,12700000.0,206000.0,145000.0,504000.0,576000.0,206000.0,0.0552,0.357,55.1,36.3,1.52,599000.0,1280000.0,5910.0,820000.0,937000.0,74.53730545553995,66.20083187977148,33.99762742694201,4.420502032774782,2.192426680823956,1564730046.9533794,1840858878.768681,2322441905.2056603,1271732.88,1453409.01,CEPT,,,,,9513949.9263375,967667.0224657534,10481616.948803253,CEPT,820000.0,937000.0,9513949.9263375,967667.0224657534
305,19.2601376,8011.48,264.12,16.8,119.21,4.12,257.87,5.1,20.07,1.32,35.97,6.32,5.48,0.22,0.32,CAS,40.182871,117.914364,8443.53,8550000.0,215000.0,402000.0,1400000.0,1600000.0,215000.0,0.184,0.135,66.0,30.6,2.16,1590000.0,5490000.0,12100.0,2170000.0,2480000.0,66.84536491959467,74.69128997,17.731860030465185,11.64992510978981,3.7697886631604,3101181151.229038,3648448413.210633,4601783850.585335,2519864.9,2879845.6,,,,,,,,,Current,1400000.0,1600000.0,8550000.0,215000.0
330,0.3906704,104.0,242.67,19.13,131.73,5.52,148.93,4.44,24.62,0.66,29.65,9.63,1.81,0.61,0.4,CAS,36.88552,111.82849,8693.720000000001,216000.0,2880.0,8940.0,31100.0,35500.0,2880.0,0.155,0.081,60.7,25.2,2.41,35600.0,64300.0,199.0,48700.0,55600.0,63.33444017423535,73.90100128807214,22.54868956327786,8.413121188960762,2.8087858496832547,58031626.68915492,68272501.98724107,86120163.26839882,47158.06,53894.92,,,,,,,,,Current,31100.0,35500.0,216000.0,2880.0
348,4.942024,4478.7,255.13,16.45,78.21,1.94,132.96,3.42,49.45,0.78,54.63,11.84,4.2,0.18,0.41,CAS,35.789355,112.928063,9019.4,2820000.0,129000.0,68300.0,238000.0,272000.0,129000.0,0.124,0.473,63.8,46.4,1.37,267000.0,726000.0,2430.0,366000.0,418000.0,79.44164015980368,68.86228975040031,47.48911678610536,3.965385670161065,1.6728388636414309,687062657.9876056,808309009.3971831,1019684077.9636838,558363.06,638129.21,CEPT,HRAS,2578133.4632149837,115959.40763969583,2694092.8708546795,2213161.9102334003,348605.98767123284,2561767.897904633,HRAS,558363.06,638129.21,2578133.4632149837,115959.40763969583
358,16.801868,33834.3,442.1,41.07,204.61,6.01,204.93,8.0,52.39,1.96,65.83,12.17,6.74,0.38,0.51,CAS,37.7159199,112.59328,8446.57,12000000.0,909000.0,605000.0,2100000.0,2400000.0,909000.0,0.234,0.378,111.0,56.0,1.98,2370000.0,3810000.0,9600.0,3250000.0,3720000.0,87.48924269761443,80.21053094376511,47.710820374049575,8.931436583,1.833740061724044,4492946452.023644,5285819355.321935,6665034890.113833,3649668.92,4171050.19,CEPT,HRAS,10023045.18502052,710139.4236792278,10733184.608699746,9176097.014964301,1289741.099543379,10465838.11450768,HRAS,3649668.92,4171050.19,10023045.18502052,710139.4236792278
366,1.79552,711.0,146.05,18.59,74.53,6.88,30.21,6.27,41.02,0.1,53.85,7.65,3.83,0.07,0.5,CAS,37.6128199,113.70718,8961.580000000002,1240000.0,20300.0,22000.0,76600.0,87500.0,20300.0,0.0767,0.232,36.5,45.8,0.798,92400.0,60000.0,679.0,127000.0,145000.0,45.92900438,68.55254749503246,40.017740501682376,2.443343486878663,1.147716083110045,159141291.39177114,187225048.69620132,236273338.7750939,129379.59,147862.38,CEPT,HRAS,1050652.691485924,26686.98178432534,1077339.6732702493,956293.53648,96784.38199238967,1053077.9184723897,HRAS,129379.59,147862.38,1050652.691485924,26686.98178432534
367,1.7555552,782.9,168.94,18.79,91.8,6.0,137.78,7.07,15.14,1.22,25.25,8.72,3.32,0.19,0.3,CAS,35.88346,111.42628,8013.29,731000.0,20000.0,27300.0,95000.0,109000.0,20000.0,0.153,0.184,42.2,21.5,1.97,111000.0,267000.0,872.0,152000.0,174000.0,51.12648559528344,69.73689736280132,13.89033263427971,8.254077712815654,3.680724352785424,178935185.6915128,210511983.16648564,265604203.43987727,145440.71,166217.95,CEPT,,,,,599585.6154304001,111142.01491019787,710727.630340598,CEPT,152000.0,174000.0,599585.6154304001,111142.01491019787
372,14.0818,18780.98,382.95,9.52,189.96,7.51,268.04,1.43,23.85,0.29,39.89,4.51,4.73,0.04,0.46,CAS,37.85977,113.62572,8393.52,9030000.0,501000.0,466000.0,1620000.0,1850000.0,501000.0,0.223,0.271,95.7,33.9,2.82,1850000.0,4170000.0,9030.0,2530000.0,2890000.0,82.09405667395696,78.56272185038334,19.962805441436004,16.298509679513618,4.112350687121239,3256301554.046378,3830943004.7604446,4830686327.243508,2645208.32,3023095.22,,,,,,,,,Current,1620000.0,1850000.0,9030000.0,501000.0
382,2.38196,162.6,82.71,11.91,39.89,3.89,91.99,6.07,11.73,0.43,18.08,6.91,1.61,0.24,0.18,CAS,37.435845,111.125889,9285.84,593000.0,4800.0,15500.0,54100.0,61800.0,4800.0,0.0985,0.0777,20.7,15.4,1.35,65600.0,242000.0,1060.0,89900.0,103000.0,31.708572178069005,61.662952269291495,11.304034947832038,3.6314156195052174,2.805066715062685,112935652.48837914,132865473.51574016,167734656.79860327,91848.88,104970.14,CEPT,,,,,534610.754948,156558.97972602738,691169.7346740273,CEPT,89900.0,103000.0,534610.754948,156558.97972602738
387,4.0456396,8467.8,658.15,12.58,172.14,1.98,294.22,3.62,51.02,0.77,86.34,10.58,13.4,0.69,0.68,CAS,38.833507,105.668991,9277.59,3830000.0,250000.0,125000.0,434000.0,496000.0,250000.0,0.167,0.504,165.0,73.4,2.24,481000.0,1320000.0,2710.0,659000.0,753000.0,153.83776469572922,76.62572898340359,44.36370612225412,13.046440371904916,3.4676490794478454,1355616473.3367674,1594842909.8079617,2010977053.5710664,1101179.6,1258490.97,,,,,,,,,Current,434000.0,496000.0,3830000.0,250000.0
396,11.30164,2549.6,120.56,22.04,54.0,5.23,69.8,3.36,16.28,0.4,26.27,9.16,0.85,0.27,0.25,CAS,40.550787,110.039139,9542.68,3910000.0,77400.0,99900.0,348000.0,397000.0,77400.0,0.106,0.195,30.1,22.3,1.35,422000.0,872000.0,4770.0,577000.0,660000.0,40.89259088991935,66.08112898978156,15.518693140503457,4.676332060789585,2.6350537715827733,809282843.4,952097462.7673882,1201625295.9962456,657991.23,751989.97,CEPT,,,,,3296514.6566350004,724001.8243835617,4020516.481018562,CEPT,577000.0,660000.0,3296514.6566350004,724001.8243835617
413,47.4938932,79791.84,281.23,12.31,106.4,4.67,163.14,5.87,29.12,0.42,37.75,12.5,4.36,0.24,0.34,CAS,40.7531899,111.67543,10775.010000000002,22600000.0,2730000.0,876000.0,3050000.0,3480000.0,2730000.0,0.228,0.786,70.3,32.1,2.19,3490000.0,8560000.0,24900.0,4780000.0,5460000.0,72.41645292560251,74.25009674444316,26.648612577068217,8.486907358969036,2.717456780017082,7977228113.0,9384974251.0,11837419455.21354,6481985.85,7407983.83,,,,,,,,,Current,3050000.0,3480000.0,22600000.0,2730000.0
454,102.9707552,28366.0,188.37,33.98,65.55,6.6,125.46,7.42,22.84,1.66,29.5,12.04,3.53,0.34,0.24,CAS,41.8295,123.37193,9673.74,34300000.0,873000.0,1100000.0,3830000.0,4370000.0,873000.0,0.134,0.2,47.1,25.1,1.88,4660000.0,14300000.0,49800.0,6380000.0,7300000.0,60.54232341135261,67.85989095,21.481239206912388,5.949040249945761,2.818381324661701,10997244211.296911,12937934366.231665,16323565062.77798,8938529.05,10215461.77,CEPT,,,,,29165879.40181008,7662573.871232877,36828453.273042955,CEPT,6380000.0,7300000.0,29165879.40181008,7662573.871232877
455,53.512288,36069.33,161.46,16.76,50.13,4.25,79.27,4.83,23.41,1.0,28.93,9.03,3.34,0.3,0.29,CAS,41.76057,123.37379,9673.74,21600000.0,1110000.0,445000.0,1550000.0,1770000.0,1110000.0,0.117,0.627,40.4,24.6,1.64,1850000.0,4690000.0,23100.0,2540000.0,2900000.0,58.73134697576654,63.62483155,22.37618082581469,4.416143418134604,2.624726151122718,4566091348.663314,5371872174.898016,6778467856.064084,3711783.03,4242037.75,CEPT,,,,,17689225.591719195,3554326.4342465755,21243552.025965773,CEPT,2540000.0,2900000.0,17689225.591719195,3554326.4342465755
459,5.702224,408.0,146.05,22.68,46.86,6.18,118.11,7.84,30.4,2.71,39.19,11.99,2.14,0.4,0.29,CAS,42.504199,123.422911,9869.63,2290000.0,12800.0,42000.0,146000.0,167000.0,12800.0,0.0692,0.0766,36.5,33.3,1.1,185000.0,744000.0,2710.0,253000.0,289000.0,53.66501432319867,63.25572453050417,29.496013512704355,2.9736397608409333,1.8193988926701696,445332885.4932066,523921041.7567136,661169396.4926927,362046.03,413766.89,CEPT,HRAS,2474910.8648136943,82246.53940280383,2557157.404216498,1889918.5404315996,425423.1153500761,2315341.6557816756,HRAS,362046.03,413766.89,2474910.8648136943,82246.53940280383
471,41.2896476,51224.56,309.91,32.78,71.33,6.57,104.71,5.8,35.11,1.43,51.64,9.86,7.55,0.17,0.46,CAS,41.72719,123.18469,9484.72,26400000.0,1550000.0,485000.0,1690000.0,1930000.0,1550000.0,0.115,0.802,77.5,43.9,1.77,2030000.0,4780000.0,19000.0,2790000.0,3180000.0,105.42869121520984,65.98086824716536,32.803081767145265,6.570544667771958,3.213987391904274,6229038828.740124,7328280974.988382,9243864192.346144,5061795.53,5784909.18,CEPT,,,,,20461203.594400965,2866348.7914764076,23327552.38587737,CEPT,2790000.0,3180000.0,20461203.594400965,2866348.7914764076
472,38.0372224,47746.75,175.65,21.68,71.48,1.59,152.22,4.87,26.86,1.43,33.1,10.7,3.27,0.25,0.39,CAS,41.75981,123.23486,9673.74,20700000.0,1470000.0,482000.0,1680000.0,1920000.0,1470000.0,0.142,0.767,43.9,28.1,1.56,1880000.0,6400000.0,19500.0,2570000.0,2940000.0,51.89677816851603,70.45443884513747,25.54870007470381,4.881980362234512,2.0312884028060547,4072638712.597292,4791339661.879166,6045488071.196808,3310414.76,3783331.16,CEPT,,,,,16314189.01563456,3000405.4315068494,19314594.44714141,CEPT,2570000.0,2940000.0,16314189.01563456,3000405.4315068494
477,14.2219664,10081.97,194.95,34.57,17.41,2.82,85.07,2.27,4.81,0.3,22.33,7.25,1.65,0.29,0.33,CAS,38.96859,121.84509,8277.14,6520000.0,265000.0,37600.0,131000.0,150000.0,150000.0,0.0413,1.0,48.7,19.0,2.57,171000.0,1340000.0,6240.0,234000.0,268000.0,103.32396413604896,46.99976192046731,3.928433398228472,18.32778797861804,26.301569521999006,782591653.2503338,920696062.6474516,1161430912.9067538,635981.41,726835.9,,,,,,,,,Current,131000.0,150000.0,6520000.0,265000.0
483,31.7520336,38930.04,280.61,21.52,161.13,6.58,269.61,6.82,23.53,2.33,35.74,13.7,6.31,0.27,0.39,CAS,38.9443,121.58609,8277.14,17300000.0,1030000.0,889000.0,3090000.0,3540000.0,1030000.0,0.225,0.29,70.2,30.4,2.31,3530000.0,9460000.0,20400.0,4840000.0,5530000.0,69.00297879561472,75.40965083367851,20.99338762006082,10.780333106413863,3.286891093730723,5442061444.074644,6402425228.323111,8075170690.387156,4421837.24,5053528.27,,,,,,,,,Current,3090000.0,3540000.0,17300000.0,1030000.0
490,8.4811532,6063.49,290.4,27.8,126.86,5.17,157.42,6.25,29.64,0.78,33.87,12.54,3.65,0.16,0.42,CAS,38.792706,121.189795,8314.289999999999,4950000.0,160000.0,187000.0,651000.0,744000.0,160000.0,0.159,0.216,72.6,28.8,2.52,743000.0,1480000.0,4400.0,1020000.0,1160000.0,70.0848085,75.86611277468394,26.988367850456555,8.946127360133081,2.5968524251136658,1508392818.0,1774579785.4868824,2238220483.4285874,1225614.55,1400702.34,,,,,,,,,Current,651000.0,744000.0,4950000.0,160000.0
