Plant ID,Average flow (MGD),Sludge yield (tone),CODinf,CODeff,BODinf,BODeff,SSinf,SSeff,NH3-Ninf,NH3-Neff,TNinf,TNeff,TPinf,TPeff,EUI (kWh/m3),Treatment process,Latitude,Longitude,annual_hdd,Current electricity consumption (kWh/a),Current heat consumption (kWh/a),Methane generation (m3/a),Current electricity recovery potential (kWh/a),Current heat recovery potential (kWh/a),Current effective heat recovery potential (kWh/a),Current energy self-sufficiency,Current recovered heat waste,COD_out_CEPT,TN_out_CEPT,C/N ratio_CEPT,BOD removed (kg/a),SS removed (kg/a),Sludge yield by CEPT (tonne/a),CEPT electricity recovery potential (kWh/a),CEPT heat recovery potential (kWh/a),COD_eff (mg/L),COD_removal (%),NHx_eff (mg/L),NHx_removal (%),C/N_ratio_HRAS,Sludge_VSS (g/a),Sludge_TSS (g/a),Sludge_COD (g/a),Electricity recovery potential (kWh/a)_HRAS,Heat recovery potential (kWh/a)_HRAS,If CEPT,If HRAS,Electricity consumption HRAS-PNA,Heat consumption HRAS-PNA,HRAS-PNA energy consumption,Electricity consumption CEPT-PDA,Heat consumption CEPT-PDA,CEPT-PDA energy consumption,Selected_Process,Selected_Electricity,Selected_Heat,Electricity consumption after upgrade,Heat consumption after upgrade
98,2.3338864,608.32,110.94,13.76,53.45,3.2,115.62,0.95,24.28,0.18,27.38,8.07,2.99,0.2,0.49,A2O,39.3809099,117.7475699,8049.469999999999,1580000.0,15600.0,21300.0,73900.0,84500.0,15600.0,0.056,0.184,27.7,23.3,1.19,86200.0,298000.0,1100.0,118000.0,135000.0,38.44121193844822,65.34954756,23.61054762785376,2.7572173482135187,1.6281372437587376,153705989.76731426,180830576.1968403,228247457.78766727,124984.74,142839.7,CEPT,HRAS,1347660.1060728328,23152.083129333987,1370812.1892021669,1224802.83941156,140835.09535768643,1365637.9347692465,HRAS,124984.74,142839.7,1347660.1060728328,23152.083129333987
107,7.5267764,5684.4,240.29,18.15,191.97,16.59,197.77,14.36,31.69,1.94,36.8,17.05,3.15,0.74,0.27,A2O,38.40632,115.34814,7509.200000000001,2830000.0,136000.0,239000.0,832000.0,951000.0,136000.0,0.326,0.143,60.1,31.3,1.92,998000.0,1650000.0,4240.0,1370000.0,1560000.0,62.73564330514292,73.89169616,29.652933752440045,6.428104284,2.1156639619167734,1110586679.141001,1306572563.695295,1648188265.523815,902522.13,1031453.86,CEPT,,,,,2362303.3733609305,506419.53363774734,2868722.9069986776,CEPT,1370000.0,1560000.0,2362303.3733609305,506419.53363774734
111,2.3105012,596.0,132.79,13.99,66.55,4.51,83.3,5.86,25.13,0.55,30.88,9.04,1.87,0.13,0.32,A2O,38.83549,114.20005,8541.68,1020000.0,16200.0,26000.0,90400.0,103000.0,16200.0,0.102,0.157,33.2,26.2,1.26,106000.0,213000.0,1010.0,145000.0,166000.0,43.34502834909425,67.35821345802074,24.25505847105768,3.481661476093604,1.7870510764101295,184426756.00588527,216972654.1245709,273826771.5367992,149943.26,171363.73,CEPT,HRAS,1052711.0503079756,29478.081802062243,1082189.1321100378,831059.8833595401,137219.42398782342,968279.3073473636,HRAS,149943.26,171363.73,1052711.0503079756,29478.081802062243
112,17.2078148,8395.01,152.68,17.78,69.95,5.65,123.05,6.53,28.58,0.75,34.11,9.23,2.2,0.16,0.29,A2O,39.310476,115.90814,8188.24,6930000.0,219000.0,201000.0,698000.0,797000.0,219000.0,0.128,0.274,38.2,29.0,1.32,832000.0,2340000.0,8270.0,1140000.0,1300000.0,47.41889797410205,68.94229894282024,27.508564068393333,3.748901090296238,1.723786739875136,1593364742.2751386,1874546756.0,2365494767.594393,1295307.96,1480351.95,CEPT,HRAS,7474500.965433512,244139.33747595377,7718640.3029094655,5705116.55071307,1077077.599939117,6782194.150652187,HRAS,1295307.96,1480351.95,7474500.965433512,244139.33747595377
114,3.56208,1310.28,210.73,17.56,78.78,5.83,106.51,7.19,17.94,0.3,25.22,8.42,2.82,0.18,0.28,A2O,38.970838,115.852556,7616.84,1380000.0,31700.0,47100.0,164000.0,187000.0,31700.0,0.138,0.17,52.7,21.4,2.46,194000.0,419000.0,1650.0,265000.0,303000.0,61.918585204194095,70.61709998,16.287508029949233,9.211214995,3.801599673218217,441405146.3344658,519300172.1581951,655108623.9938469,358727.24,409973.99,,,,,,,,,Current,164000.0,187000.0,1380000.0,31700.0
115,6.0000776,3552.18,163.06,10.94,67.18,3.29,104.41,5.08,15.45,0.26,24.85,9.52,2.14,0.26,0.23,A2O,39.06955,116.68849,7860.05,1920000.0,88800.0,69500.0,242000.0,276000.0,88800.0,0.164,0.322,40.8,21.1,1.93,278000.0,692000.0,2760.0,381000.0,436000.0,49.95192529807999,69.36592340360603,14.262985892215886,7.682939208958666,3.502206738165644,589783556.9454887,693863008.1711632,875480294.1560173,479399.32,547884.94,CEPT,,,,,1638620.0286341798,345052.605936073,1983672.6345702528,CEPT,381000.0,436000.0,1638620.0286341798,345052.605936073
118,8.8857968,8309.0,265.83,26.77,26.76,3.59,245.06,7.09,21.97,0.42,23.54,9.83,0.96,0.18,0.39,A2O,40.3915999,115.53071,9854.99,4820000.0,260000.0,37300.0,130000.0,148000.0,148000.0,0.0547,1.0,66.5,20.0,3.32,164000.0,2410000.0,5470.0,225000.0,257000.0,121.2831142452464,54.37568587245744,20.46283968188738,6.860083377845324,5.926993326962326,832425855.1626996,979324535.4855288,1235458748.820425,676517.9,773163.31,,,,,,,,,Current,130000.0,148000.0,4820000.0,260000.0
120,4.0087156,1496.4,165.24,18.76,63.12,7.61,36.06,7.17,12.62,1.67,20.02,4.98,0.97,0.22,0.29,A2O,39.01071,115.35203,7616.84,1610000.0,36300.0,40300.0,140000.0,160000.0,36300.0,0.107,0.226,41.3,17.0,2.43,175000.0,160000.0,1540.0,239000.0,273000.0,52.53070378596835,68.20945062577563,11.43318898239588,9.40420774646686,4.594580206,387693692.9586933,456110227.0102274,575472136.6948715,315119.55,360136.62,,,,,,,,,Current,140000.0,160000.0,1610000.0,36300.0
124,8.2355724,2155.6,212.61,33.62,105.56,1.96,126.18,4.48,27.04,2.04,33.06,9.21,3.4,0.12,0.31,A2O,38.9489199,115.32217,7616.84,3540000.0,52200.0,155000.0,538000.0,615000.0,52200.0,0.164,0.085,53.2,28.1,1.89,601000.0,1150000.0,3990.0,822000.0,940000.0,58.41447827,72.52505608066893,25.321142020895515,6.356723296,2.3069448533831927,1072276396.7849412,1261501643.2764015,1591462394.4478583,871459.93,995954.2,CEPT,,,,,2890384.47045519,483391.0992694064,3373775.5697245966,CEPT,822000.0,940000.0,2890384.47045519,483391.0992694064
128,12.0908,151.49,80.9,25.25,21.08,7.83,91.34,8.17,10.1,0.58,33.68,9.61,1.68,0.27,0.41,A2O,38.3044099,116.83869,7744.549999999999,6850000.0,3730.0,29000.0,101000.0,115000.0,3730.0,0.0153,0.0323,20.2,28.6,0.706,176000.0,1220000.0,5390.0,241000.0,275000.0,39.52050686477373,51.14894083464311,9.788405006,3.0850989468136647,4.037481779620645,418358380.6895616,492186330.2230136,621376485.1338729,340256.05,388864.06,CEPT,,,,,5403461.28053,663950.7625951293,6067412.043125129,CEPT,241000.0,275000.0,5403461.28053,663950.7625951293
130,11.0038588,154.22,223.23,34.32,77.41,7.77,52.22,2.2,47.92,0.74,51.34,9.63,1.6,0.28,0.77,A2O,38.3044099,116.83869,7744.549999999999,11700000.0,3800.0,139000.0,483000.0,552000.0,3800.0,0.0416,0.00688,55.8,43.6,1.28,588000.0,635000.0,4430.0,806000.0,921000.0,67.15290107356819,69.91761811872588,46.204765413687575,3.579371006495048,1.453376085179192,1410596958.7928977,1659525833.8739972,2093646020.006828,1146447.83,1310226.09,CEPT,HRAS,8583783.232729856,204423.64433153212,8788206.877061388,8739537.509661809,545696.0813165905,9285233.590978399,HRAS,1146447.83,1310226.09,8583783.232729856,204423.64433153212
131,3.1406396,1512.61,198.71,16.72,78.39,3.73,111.55,4.34,45.65,0.91,54.37,7.41,6.4,0.13,0.2,A2O,36.45647,114.52114,7064.4400000000005,874000.0,34000.0,42500.0,148000.0,169000.0,34000.0,0.2,0.201,49.7,46.2,1.07,170000.0,387000.0,1470.0,233000.0,266000.0,56.42574985059677,71.60397068562389,44.10445935427336,3.385631206411039,1.2793660930599204,380775376.7499246,447971031.4704995,565195173.2749133,309492.04,353705.19,CEPT,HRAS,1163224.71697119,50335.98744096989,1213560.7044121597,767088.3472861,165175.6393607306,932263.9866468306,HRAS,309492.04,353705.19,1163224.71697119,50335.98744096989
133,10.69348,4321.46,144.75,18.25,51.99,3.85,189.13,6.99,12.88,1.77,29.06,7.54,1.45,0.35,0.35,A2O,40.96993,117.81299,9722.95,5190000.0,134000.0,93300.0,325000.0,371000.0,134000.0,0.0861,0.36,36.2,24.7,1.47,384000.0,2240000.0,5920.0,526000.0,601000.0,50.273218779154405,65.26893348590369,11.931861836655358,7.361321143980145,4.2133591108733945,869526514.9,1022972370.4851296,1290839326.9272304,706843.44,807821.07,CEPT,,,,,4181501.3442249997,915525.995129376,5097027.339354375,CEPT,526000.0,601000.0,4181501.3442249997,915525.995129376
135,3.6068232,752.28,125.58,11.26,45.03,4.9,102.31,8.93,14.22,3.46,15.76,5.8,1.45,0.34,0.22,A2O,41.318765,117.733102,10346.94,1100000.0,24800.0,26200.0,91300.0,104000.0,24800.0,0.103,0.237,31.4,13.4,2.34,112000.0,408000.0,1650.0,154000.0,176000.0,45.59212258536563,63.69475825341166,13.454486276464086,5.383359518536668,3.388618610070595,252069436.89367053,296552278.6984359,374255979.1218134,204936.72,234213.4,,,,,,,,,Current,91300.0,104000.0,1100000.0,24800.0
139,7.37032,9859.93,428.08,16.17,187.02,5.64,293.03,3.5,52.04,0.46,60.29,10.62,5.11,0.16,0.48,A2O,36.3808099,114.38581,7064.4400000000005,4930000.0,222000.0,242000.0,843000.0,963000.0,222000.0,0.207,0.23,107.0,51.2,2.09,952000.0,2390000.0,4930.0,1300000.0,1490000.0,86.01057027855985,79.90782791100732,47.55954754372081,8.609631929821655,1.8084816765653955,1912314866.300752,2249782195.6479435,2836879190.7711124,1553430.7,1775349.37,,HRAS,4236477.686190559,252795.38271329072,4489273.068903849,,,,HRAS,1553430.7,1775349.37,4236477.686190559,252795.38271329072
142,6.1255468,15927.83,310.31,20.75,190.27,3.78,318.23,6.55,41.52,1.6,53.51,10.0,5.89,0.25,0.46,A2O,38.50012,115.04318,7569.12,3960000.0,384000.0,207000.0,720000.0,823000.0,384000.0,0.254,0.466,77.6,45.5,1.71,805000.0,2150000.0,4270.0,1100000.0,1260000.0,72.42909171,76.65911775141281,38.624426388762735,6.973924882556039,1.875214688668184,1166557446.2084467,1372420524.9511137,1730952697.6626785,947842.64,1083248.73,CEPT,HRAS,3423010.5783048905,165227.95049908347,3588238.528803974,3064557.23596128,514072.2801826484,3578629.5161439283,CEPT,1100000.0,1260000.0,3064557.23596128,514072.2801826484
150,30.36456,26493.39,176.16,24.07,57.63,7.6,69.95,3.56,20.39,0.18,22.88,10.01,2.62,0.23,0.26,A2O,40.584949,115.090309,9950.47,11000000.0,839000.0,275000.0,958000.0,1090000.0,839000.0,0.152,0.766,44.0,19.4,2.26,1210000.0,2350000.0,12800.0,1650000.0,1890000.0,60.45241956770982,65.68323139889316,19.188182548045926,5.894151309240188,3.150502629227182,2920411566.749064,3435778313.822428,4335056931.766401,2373809.41,2712925.04,,,,,,,,,Current,958000.0,1090000.0,11000000.0,839000.0
153,12.20664,17624.0,238.77,13.4,119.03,5.55,128.21,4.22,32.88,0.79,41.5,10.46,4.46,0.2,0.47,A2O,39.513328,116.685903,7996.749999999999,8000000.0,448000.0,251000.0,873000.0,998000.0,448000.0,0.156,0.449,59.7,35.3,1.69,1000000.0,1730000.0,5940.0,1370000.0,1570000.0,62.47243357356757,73.83572744751537,30.861623305890294,6.13861525,2.0242756822724868,1790387396.6960287,2106338113.7600336,2657081266.7260303,1454976.17,1662829.9,CEPT,,,,,6173553.746598,755528.558219178,6929082.304817177,CEPT,1370000.0,1570000.0,6173553.746598,755528.558219178
155,5.2852,8817.96,194.72,26.74,65.45,10.88,79.59,6.02,24.7,1.02,32.67,8.96,4.33,0.42,0.31,A2O,37.4182599,116.19925,7411.1,2300000.0,208000.0,52300.0,182000.0,208000.0,208000.0,0.155,1.0,48.7,27.8,1.75,239000.0,465000.0,2290.0,327000.0,374000.0,63.28369759008672,67.50015530500887,23.298581424072022,5.673759416712457,2.7162038940577817,574828644.1410068,676268993.1,853224954.9008312,467212.65,533957.31,CEPT,,,,,1849499.8913699999,269941.1393455098,2119441.03071551,CEPT,327000.0,374000.0,1849499.8913699999,269941.1393455098
156,0.8733612,1.53,61.37,15.24,17.32,6.54,21.74,4.24,9.31,0.4,12.1,2.62,0.79,0.33,0.33,A2O,37.31187,115.80019,7334.990000000002,398000.0,35.7,1710.0,5940.0,6780.0,35.7,0.015,0.00526,15.3,10.3,1.49,10500.0,21000.0,322.0,14300.0,16300.0,30.975200351373463,49.52712994724872,9.116255201339682,2.0810397278229744,3.3977987306478097,23224538.48061076,27322986.447777364,34502522.95411231,18893.04,21592.05,CEPT,,,,,321389.04869861004,37566.983030441406,358956.03172905144,CEPT,14300.0,16300.0,321389.04869861004,37566.983030441406
160,1.0520444,433.0,217.31,15.81,105.05,6.07,67.13,7.3,24.4,0.79,43.53,9.27,3.37,0.29,0.52,A2O,36.481888,114.214838,7064.4400000000005,758000.0,9730.0,18900.0,65700.0,75000.0,9730.0,0.0982,0.13,54.3,37.0,1.47,76300.0,78100.0,441.0,105000.0,119000.0,59.28506102407485,72.71866871,22.62529189683531,7.273393865,2.620300383057921,139856361.4817957,164536895.8609361,207567691.0315188,113660.82,129898.08,CEPT,,,,,581531.87786978,49552.69180821918,631084.5696779991,CEPT,105000.0,119000.0,581531.87786978,49552.69180821918
161,0.20272,29.68,88.02,13.02,17.33,7.41,17.25,7.0,3.93,0.33,9.32,5.27,0.64,0.16,0.35,A2O,36.195819,114.914584,7007.52,98200.0,662.0,364.0,1270.0,1450.0,662.0,0.0195,0.457,22.0,7.92,2.78,2430.0,3870.0,73.7,3320.0,3800.0,47.95652327366485,45.51633347686338,3.6374303781619375,7.444519639645337,13.184176269484553,6128195.435392792,7209641.688697402,9100266.095222024,4983.16,5695.04,,,,,,,,,Current,1270.0,1450.0,98200.0,662.0
164,0.4075396,356.08,47.18,10.5,16.41,3.19,41.98,6.45,6.26,0.24,13.93,8.84,0.76,0.07,0.57,A2O,36.839499,114.649675,7236.75,322000.0,8200.0,976.0,3400.0,3880.0,3880.0,0.022,1.0,11.8,11.8,0.996,4620.0,18900.0,159.0,6320.0,7230.0,23.064469124887506,51.11388485610957,6.125124199830339,2.1545654979178974,3.765551256173119,9298716.754311765,10939666.769778548,13816135.505362254,7565.5,8646.29,CEPT,,,,,244744.44176006998,18301.707705479454,263046.14946554945,CEPT,6320.0,7230.0,244744.44176006998,18301.707705479454
174,6.9838488,5043.0,289.11,35.33,181.16,15.54,132.05,14.07,19.0,2.32,30.87,11.13,3.62,0.67,0.34,A2O,37.98752,114.692814,7380.27,3300000.0,118000.0,210000.0,729000.0,833000.0,118000.0,0.248,0.142,72.3,26.2,2.75,874000.0,1020000.0,3430.0,1200000.0,1370000.0,70.54891983611692,75.59789705090903,16.346588594392514,13.96532318740782,4.315819134294346,1227354590.148262,1443946576.645014,1821100244.8462696,997206.03,1139664.03,,,,,,,,,Current,729000.0,833000.0,3300000.0,118000.0
178,1.4359092,1653.5,198.94,21.59,105.16,6.33,109.17,6.36,32.31,2.46,38.56,10.25,3.08,0.22,0.47,A2O,37.7673,115.75778,7470.91,939000.0,39300.0,25700.0,89500.0,102000.0,39300.0,0.132,0.384,49.7,32.8,1.52,104000.0,173000.0,668.0,143000.0,163000.0,55.965516534935816,71.86814288984829,30.74766652,4.835448725856708,1.820154921498952,175065132.4514533,205958979.3546509,259847564.92910704,142288.46,162615.39,CEPT,HRAS,810400.4601521171,24474.011314775114,834874.4714668922,725601.5839636901,79378.13446879755,804979.7184324877,CEPT,143000.0,163000.0,725601.5839636901,79378.13446879755
179,5.3100332,2251.79,182.95,18.72,45.62,5.3,44.77,6.45,18.01,0.8,26.24,7.42,3.23,0.15,0.29,A2O,37.7079499,115.6689,7334.990000000002,2140000.0,52500.0,38800.0,135000.0,154000.0,52500.0,0.0857,0.341,45.7,22.3,2.05,167000.0,263000.0,2090.0,229000.0,262000.0,71.81122153521098,60.74817079245095,16.87366275411245,6.309479433023616,4.255817043499293,462304280.0606277,543887388.3066207,686229382.0,375768.48,429449.69,,,,,,,,,Current,135000.0,154000.0,2140000.0,52500.0
182,10.8335016,14058.0,275.4,12.86,102.65,2.0,92.66,4.02,39.67,0.39,40.87,10.38,4.77,0.21,0.4,A2O,38.10026,114.56824,7415.319999999999,6040000.0,332000.0,198000.0,687000.0,786000.0,332000.0,0.16,0.422,68.9,34.7,1.98,768000.0,1110000.0,4840.0,1050000.0,1200000.0,72.18772286545652,73.78804543737962,37.29273632845501,5.992598113297171,1.9357046431150728,1775903531.595479,2089298272.4652696,2635383807.1907496,1443094.98,1649251.4,CEPT,HRAS,5580085.945025905,246423.0129792562,5826508.958005161,4736997.2801858,570855.4870015219,5307852.767187322,HRAS,1443094.98,1649251.4,5580085.945025905,246423.0129792562
184,4.748716,7982.78,641.1,29.99,215.46,8.59,267.06,7.96,61.86,0.97,80.39,10.24,6.0,0.31,0.61,A2O,40.378719,115.520514,9854.99,4030000.0,250000.0,178000.0,619000.0,708000.0,250000.0,0.203,0.354,160.0,68.3,2.35,707000.0,1400000.0,3040.0,968000.0,1110000.0,125.49834824565988,80.42452842837936,54.7489829,11.495339638210307,2.292249857414451,1680913428.4264102,1977545209.913424,2493197446.0,1365235.95,1560269.65,,,,,,,,,Current,619000.0,708000.0,4030000.0,250000.0
185,2.37472,751.7,335.3,25.48,184.88,9.16,180.25,9.08,37.69,0.8,63.89,10.1,3.79,0.26,0.37,A2O,36.9203099,114.8782,7140.15,1220000.0,17100.0,75600.0,263000.0,301000.0,17100.0,0.227,0.0568,83.8,54.3,1.54,303000.0,473000.0,1290.0,415000.0,475000.0,75.68997099458666,77.42619416,34.46698915904256,8.551368641,2.1960134273790803,487025036.6057917,572970631.3009313,722606630.5942309,395688.09,452214.97,CEPT,,,,,974035.372984,146503.4886986301,1120538.8616826301,CEPT,415000.0,475000.0,974035.372984,146503.4886986301
193,9.2616976,8420.0,236.94,23.22,106.23,7.01,122.61,7.52,48.99,0.22,64.94,15.07,4.91,0.31,0.49,A2O,40.5918399,118.4157,9290.919999999998,6300000.0,249000.0,167000.0,579000.0,662000.0,249000.0,0.126,0.376,59.2,55.2,1.07,680000.0,1260000.0,4450.0,930000.0,1060000.0,61.95191789855821,73.85333084385996,46.99932984,4.063421436334567,1.3181447078426414,1352433352.7365143,1591098062.042958,2007186117.9288564,1099103.74,1256118.56,CEPT,HRAS,5365468.195161723,235129.21191617934,5600597.407077902,4862152.69974204,657611.8832572297,5519764.5829992695,HRAS,1099103.74,1256118.56,5365468.195161723,235129.21191617934
194,2.6210972,1756.65,182.18,17.38,51.52,4.66,105.76,6.65,13.54,0.96,17.24,8.6,1.93,0.16,0.55,A2O,39.48403,115.67323,8188.24,2000000.0,45800.0,22300.0,77400.0,88500.0,45800.0,0.0603,0.517,45.5,14.7,3.11,93300.0,306000.0,1210.0,128000.0,146000.0,67.73604775,62.81916360296087,12.349572260413826,8.791933084092861,5.484890190509004,240419623.0299186,282846615.3,356854532.6,195407.96,223323.39,,,,,,,,,Current,77400.0,88500.0,2000000.0,45800.0
195,5.7694112,1680.0,238.25,26.1,140.75,8.37,120.59,6.97,25.22,1.4,36.87,8.38,2.04,0.25,0.26,A2O,39.33241,114.75064,9580.24,2080000.0,51200.0,138000.0,482000.0,550000.0,51200.0,0.25,0.093,59.6,31.3,1.9,561000.0,769000.0,2760.0,768000.0,878000.0,62.62181818974285,73.71592101165044,23.201837697748097,8.002229588627685,2.69900251029774,841696107.7714598,990230715.0252469,1249116300.689701,683996.56,781710.35,CEPT,,,,,1745147.6585891203,420568.1614611871,2165715.8200503075,CEPT,768000.0,878000.0,1745147.6585891203,420568.1614611871
196,9.2441044,20950.35,245.19,16.05,158.15,1.07,112.26,3.93,30.56,0.83,36.67,9.61,3.01,0.27,0.56,A2O,39.58481,116.76421,7996.749999999999,7240000.0,533000.0,263000.0,916000.0,1050000.0,533000.0,0.186,0.509,61.3,31.2,1.97,1010000.0,1150000.0,4330.0,1380000.0,1580000.0,63.51744567885062,74.09460186840792,28.46398041157033,6.858702841720136,2.2315025783615074,1391236328.6452289,1636748621.9355636,2064653152.1048265,1130571.79,1292082.05,CEPT,,,,,5476530.83357914,550747.2486681887,6027278.082247328,CEPT,1380000.0,1580000.0,5476530.83357914,550747.2486681887
203,4.7004976,3235.7,176.09,29.19,44.07,1.72,172.9,5.95,8.48,0.43,18.93,5.27,1.76,0.08,0.57,A2O,38.55773,115.65031,7509.200000000001,3710000.0,77300.0,36100.0,126000.0,143000.0,77300.0,0.0535,0.539,44.0,16.1,2.74,143000.0,898000.0,2520.0,196000.0,224000.0,71.10057069240881,59.62259600635538,7.396813567544638,12.77342491103022,9.612324286,383695598.97241807,451406587.02637416,569485611.8185711,311841.42,356390.19,,,,,,,,,Current,126000.0,143000.0,3710000.0,77300.0
207,4.1631448,2930.42,161.15,14.34,52.84,3.73,90.51,2.61,35.26,0.29,38.18,8.81,3.56,0.18,0.2,A2O,36.8592046,115.5037489,7275.65,1160000.0,67800.0,37100.0,129000.0,147000.0,67800.0,0.16,0.46,40.3,32.5,1.24,152000.0,416000.0,1850.0,208000.0,238000.0,56.53772516077424,64.9160874,34.20649964596736,2.987805882111843,1.6528357401643556,366635988.3961526,431336456.9366501,544294481.8914745,298047.15,340625.31,CEPT,HRAS,1538688.811488373,49915.89774873879,1588604.7092371117,1014859.2255618,214089.0466133942,1228948.2721751942,HRAS,298047.15,340625.31,1538688.811488373,49915.89774873879
208,5.96576,4404.02,156.25,17.42,62.74,4.4,75.36,6.06,24.51,1.87,53.11,8.03,2.68,0.16,0.3,A2O,36.35475,114.60132,7064.4400000000005,2490000.0,99000.0,63100.0,219000.0,251000.0,99000.0,0.123,0.395,39.1,45.1,0.865,259000.0,497000.0,2550.0,354000.0,405000.0,48.21811591162864,69.14040581655767,23.40062423256629,4.526216921394155,2.0605482756534426,564994264.6612347,664699134.8955703,838759023.0069191,459291.33,524904.38,CEPT,,,,,2029257.94752,286529.17031963466,2315787.1178396344,CEPT,354000.0,405000.0,2029257.94752,286529.17031963466
209,5.6423492,4965.16,227.38,22.44,70.42,4.65,169.55,6.91,30.68,0.35,39.7,10.84,5.37,0.23,0.21,A2O,38.32452,114.4039,7604.3,1660000.0,120000.0,67300.0,234000.0,267000.0,120000.0,0.199,0.449,56.8,33.7,1.68,274000.0,1060000.0,3000.0,376000.0,429000.0,73.61071192,67.62656701507943,28.998450344644866,5.480931080036291,2.538436055935867,695855093.1,818653050.7382375,1032780167.7609428,565534.28,646324.89,CEPT,,,,,1439873.0310710699,362853.58447488584,1802726.6155459557,CEPT,376000.0,429000.0,1439873.0310710699,362853.58447488584
210,3.166052,790.46,98.29,12.72,54.8,4.0,100.1,3.86,12.36,0.27,19.82,9.7,1.49,0.17,0.36,A2O,37.36098,114.78115,7235.69,1580000.0,18200.0,29100.0,101000.0,116000.0,18200.0,0.0749,0.157,24.6,16.8,1.46,120000.0,350000.0,1440.0,164000.0,188000.0,35.75447609226258,63.62348551,11.80049603098736,4.526731140878952,3.029912979791152,181165820.7642608,213136259.7226598,269033367.2300785,147318.47,168363.96,CEPT,,,,,1262396.2809822,165727.03671232873,1428123.3176945287,CEPT,164000.0,188000.0,1262396.2809822,165727.03671232873
217,0.714588,74.2,137.07,21.69,111.58,13.96,136.16,15.49,27.75,1.52,28.77,16.69,2.47,0.59,0.22,A2O,37.5833333,115.15188,7235.69,218000.0,1710.0,12600.0,44000.0,50300.0,1710.0,0.208,0.034,34.3,24.5,1.4,55100.0,108000.0,354.0,75400.0,86200.0,44.21307580608348,67.74416297797951,26.834049184170507,3.3007236606468227,1.6476483106457491,59047578.60650023,69467739.53705908,87668994.99210654,48006.17,54864.2,CEPT,HRAS,274286.9176131012,7994.9184865143625,282281.83609961555,188748.4209816,40741.22985844748,229489.65084004748,CEPT,75400.0,86200.0,188748.4209816,40741.22985844748
220,10.45456,11542.62,182.22,17.86,64.22,2.8,73.78,6.81,20.13,0.25,25.04,6.36,2.85,0.06,0.27,A2O,39.71304,119.05583,8332.740000000002,3950000.0,306000.0,116000.0,405000.0,463000.0,306000.0,0.167,0.661,45.6,21.3,2.14,464000.0,853000.0,4460.0,635000.0,726000.0,58.8333498533852,67.71301182450598,18.82486081864866,6.483552813469149,3.1253006553494687,1083352339.8810158,1274532164.565901,1608071935.6656096,880555.05,1006348.63,,,,,,,,,Current,405000.0,463000.0,3950000.0,306000.0
223,11.5768324,20693.34,377.15,29.09,164.66,2.13,197.32,8.32,24.85,0.7,35.69,9.49,4.34,0.18,0.24,A2O,39.79133,119.30176,8800.650000000001,3920000.0,579000.0,341000.0,1190000.0,1360000.0,579000.0,0.392,0.427,94.3,30.3,3.11,1320000.0,2520000.0,6520.0,1800000.0,2060000.0,81.32872420327804,78.43597396174518,21.045401036078392,15.31025740008696,3.8644416451772634,2640856949.6937785,3106890529.0515046,3917751675.584965,2145299.57,2451770.94,,,,,,,,,Current,1190000.0,1360000.0,3920000.0,579000.0
