Plant ID,Average flow (MGD),Sludge yield (tone),CODinf,CODeff,BODinf,BODeff,SSinf,SSeff,NH3-Ninf,NH3-Neff,TNinf,TNeff,TPinf,TPeff,EUI (kWh/m3),Treatment process,Latitude,Longitude,annual_hdd,Current electricity consumption (kWh/a),Current heat consumption (kWh/a),Methane generation (m3/a),Current electricity recovery potential (kWh/a),Current heat recovery potential (kWh/a),Current effective heat recovery potential (kWh/a),Current energy self-sufficiency,Current recovered heat waste,COD_out_CEPT,TN_out_CEPT,C/N ratio_CEPT,BOD removed (kg/a),SS removed (kg/a),Sludge yield by CEPT (tonne/a),CEPT electricity recovery potential (kWh/a),CEPT heat recovery potential (kWh/a),COD_eff (mg/L),COD_removal (%),NHx_eff (mg/L),NHx_removal (%),C/N_ratio_HRAS,Sludge_VSS (g/a),Sludge_TSS (g/a),Sludge_COD (g/a),Electricity recovery potential (kWh/a)_HRAS,Heat recovery potential (kWh/a)_HRAS
2008,3.307956,1590,95.56,22.25,36.62,5.52,105.79,5.83,5.16,1.08,24.94,6.2,1.72,0.23,0.46,AO,34.063105,111.0636,8519.279999999999,2.11E+06,4.31E+04,1.86E+04,6.49E+04,7.41E+04,4.31E+04,5.02E-02,5.81E-01,2.39E+01,2.12E+01,1.13E+00,8.37E+04,3.87E+05,1.53E+03,1.15E+05,1.31E+05,37.29271817373423,60.97455193204874,4.630762488062177,10.256540929027578,8.053256514423397,172854841.7,203358637.33100358,256646526.9448889,140535.63,160612.14
2027,6.040332,3576,158.26,13.17,96.92,7.92,131.72,7.17,20.45,0.13,28.99,8.59,2.92,0.11,0.24,AO,33.53407,114.08337,6710.46,2.02E+06,7.63E+04,9.74E+04,3.39E+05,3.87E+05,7.63E+04,1.98E-01,1.97E-01,3.96E+01,2.46E+01,1.61E+00,4.04E+05,8.79E+05,2.96E+03,5.54E+05,6.33E+05,48.74230006796684,69.20112468850826,19.31770903948638,5.5368751125360305,2.5231925777707436,578370967.2407209,680436432.0479068,858592776.1432772,470151.98,537316.55
2032,12.7350876,4342.06,165.85,13.98,100.71,3.01,123.94,4.75,14.75,0.77,24.18,9.42,2.49,0.25,0.2,AO,34.549607,115.16042,6910.549999999999,3.54E+06,9.55E+04,2.25E+05,7.84E+05,8.97E+05,9.55E+04,2.42E-01,1.06E-01,4.15E+01,2.06E+01,2.02E+00,8.86E+05,1.74E+06,6.13E+03,1.21E+06,1.39E+06,50.55451862250771,69.51792666716447,13.532565813465283,8.253791095150625,3.7357674309039415,1272758353.6327806,1497362768.9797418,1889252928.620033,1034525.37,1182314.71
2071,6.9845728,8309.32,322.89,13.03,172.26,0.84,434.93,5.28,19.11,0.32,31.48,5.49,6.53,0.19,0.37,AO,31.81045,115.389,6710.39,3.60E+06,1.77E+05,2.17E+05,7.55E+05,8.63E+05,1.77E+05,2.47E-01,2.06E-01,8.07E+01,2.68E+01,3.02E+00,8.31E+05,3.36E+06,5.77E+03,1.14E+06,1.30E+06,75.13257737,76.73121577875204,16.019627880402318,16.171491991615287,4.690032623285917,1366259185.9335492,1607363748.1571167,2027024792.0073435,1109967.09,1268533.82
2104,10.719544,7350.4,249.56,16.94,62.81,6.51,194.43,16.75,28.51,2.4,40.85,5.92,3.15,0.57,0.16,AO,33.2776,111.50536,7821.759999999999,2.40E+06,1.83E+05,1.09E+05,3.81E+05,4.35E+05,1.83E+05,2.18E-01,4.21E-01,6.24E+01,3.47E+01,1.80E+00,4.65E+05,2.30E+06,6.00E+03,6.37E+05,7.28E+05,87.78785321294563,64.82294710172077,26.74229384,6.200302207858304,3.2827345977279214,1327356748.5246153,1561596174.7348413,1969970208.4404583,1078724.89,1232828.45
2124,5.033972,10225.85,265.23,26.99,88.4,2.47,178.49,6.85,17.3,0.88,26.44,9.78,6.25,0.18,0.39,AO,34.6101,113.80228,7017.78,2.75E+06,2.28E+05,7.84E+04,2.73E+05,3.12E+05,2.28E+05,1.68E-01,7.32E-01,6.63E+01,2.25E+01,2.95E+00,3.07E+05,9.93E+05,2.73E+03,4.21E+05,4.81E+05,78.02732827844514,70.58125842534965,15.13311273683742,12.525359902673877,5.156066014661278,745875452.6114696,877500532.5,1106810851.0058997,606072.32,692654.08
2152,0.023168,18.2,161.74,22.12,46.2,7.36,97.81,7.8,28.47,1.72,31.67,12.91,2.41,0.36,0.51,AO,34.26305,113.81222,7017.78,1.64E+04,4.06E+02,1.63E+02,5.67E+02,6.48E+02,4.06E+02,5.79E-02,6.27E-01,4.04E+01,2.69E+01,1.50E+00,7.39E+02,2.50E+03,1.05E+01,1.01E+03,1.16E+03,61.428291953918404,62.02034626318882,27.470788904407616,3.5096982634084393,2.2361313381889225,1898889.9497390438,2233988.176163581,2818994.114,1543.64,1764.16
2154,9.1150876,18818.55,299.8,28.36,110.79,1.88,197.15,5.4,33.79,0.76,50.24,11.1,11.34,0.2,0.44,AO,35.0744299,114.7629,6959.03,5.62E+06,4.17E+05,1.80E+05,6.26E+05,7.15E+05,4.17E+05,1.73E-01,5.82E-01,7.50E+01,4.27E+01,1.76E+00,6.98E+05,1.99E+06,5.13E+03,9.55E+05,1.09E+06,76.55689329194166,74.46401157707083,31.123637968775697,7.890979672164258,2.4597668617256816,1616774551.747096,1902087708,2399070978.778861,1313693.76,1501364.3
2157,1.8824,795.81,146.94,21.43,71.7,7.08,77.43,7.26,20.94,1.3,28.54,7.58,1.95,0.31,0.29,AO,34.174457,115.232523,6798.32,7.57E+05,1.72E+04,2.20E+04,7.67E+04,8.76E+04,1.72E+04,1.21E-01,1.96E-01,3.67E+01,2.43E+01,1.51E+00,9.32E+04,1.61E+05,8.10E+02,1.28E+05,1.46E+05,46.43533141831392,68.39844057553157,19.923531960616216,4.854193120266403,2.3306776885797573,166829986.28344622,196270572.09817204,247675277.7939493,135623.11,154997.84
2173,15.8409752,10739.06,207,15.56,81.84,1.07,135.11,2.23,29.4,0.33,37.48,10.51,2.98,0.25,0.36,AO,34.46073,113.81982,7017.78,7.92E+06,2.40E+05,2.32E+05,8.07E+05,9.22E+05,2.40E+05,1.28E-01,2.60E-01,5.18E+01,3.19E+01,1.62E+00,8.96E+05,2.37E+06,7.83E+03,1.23E+06,1.40E+06,57.99496891,71.98310680671125,27.75541375379251,5.593830769413226,2.0895011483005996,1997293705.640742,2349757300.7538147,2964454559.8558607,1623288.98,1855187.4
2185,29.7202,31532,203,18.55,81.59,5.53,189.37,5.66,21.61,1.15,24.79,9.53,4.97,0.28,0.19,AO,33.6021,114.64989,6710.46,7.93E+06,6.73E+05,4.10E+05,1.43E+06,1.63E+06,6.73E+05,2.44E-01,4.13E-01,5.08E+01,2.11E+01,2.41E+00,1.68E+06,6.22E+06,1.65E+04,2.29E+06,2.62E+06,56.97963562256887,71.93121398,19.995240058017174,7.472281082752547,2.8496599919400643,3680769328.899842,4330316857.529226,5463031698.062128,2991470.76,3418823.72
2186,27.597794,59370,369.29,30.51,110.03,1.39,348.76,7.21,28.85,0.89,34.2,8.62,4.86,0.07,0.32,AO,33.009004,114.087775,6647.719999999999,1.24E+07,1.26E+06,5.43E+05,1.89E+06,2.16E+06,1.26E+06,2.30E-01,5.81E-01,9.23E+01,2.91E+01,3.18E+00,2.10E+06,1.06E+07,2.02E+04,2.87E+06,3.28E+06,102.2021045609466,72.32470292698243,25.61285677148318,11.220600445465584,3.9902657275910074,5492369578.851981,6461611269.237624,8149215949.901588,4462383.26,5099866.59
2226,0.8326,348,147.68,27.32,96.86,15.38,119.09,14.64,22,1.14,28.64,18.25,2.68,0.77,0.49,AO,30.69711,112.56516,6087.82,5.65E+05,6.74E+03,1.23E+04,4.28E+04,4.89E+04,6.74E+03,8.66E-02,1.38E-01,3.69E+01,2.43E+01,1.52E+00,5.57E+04,1.10E+05,3.97E+02,7.63E+04,8.72E+04,46.554596546515505,68.47603159092937,20.97661633576843,4.651743928325319,2.2193568210108605,74229163.89202161,87328428.10826072,110200472.81515472,60344.06,68964.64
2231,1.58556,2341.6,242.17,30.25,47.86,6.08,98.91,7.2,45.04,6.55,76.13,16.31,3.77,0.56,0.98,AO,30.59888,115.03529,6131.889999999999,2.16E+06,4.57E+04,1.20E+04,4.18E+04,4.77E+04,4.57E+04,3.97E-02,9.57E-01,6.05E+01,6.47E+01,9.36E-01,5.24E+04,1.73E+05,7.20E+02,7.18E+04,8.20E+04,94.86428338657213,60.82740083966961,43.47967544885203,3.4643085061011796,2.181807532077077,172146222.5637229,202524967.72202694,255504729.05125752,139910.4,159897.59
2234,2.91048,528.06,198.31,18.67,101.68,10.05,110.71,9.04,24.87,2.39,26.75,9.74,2.83,0.4,0.35,AO,29.77233,115.96924,6103.469999999999,1.41E+06,1.03E+04,4.83E+04,1.68E+05,1.92E+05,1.03E+04,1.26E-01,5.34E-02,4.96E+01,2.27E+01,2.18E+00,2.04E+05,3.56E+05,1.36E+03,2.80E+05,3.20E+05,56.03934009565607,71.74154601600722,23.31053807334357,6.270454067778175,2.4040346009747005,352668143.7628973,414903698.5445851,523451325.41989696,286633.76,327581.44
2245,0.907896,73.45,159.6,16.5,82.15,7.07,71.3,7.25,20.92,0.8,29.65,10.05,1.76,0.36,0.84,AO,30.68534,109.75949,7549.419999999999,1.05E+06,1.76E+03,1.24E+04,4.30E+04,4.91E+04,1.76E+03,4.24E-02,3.59E-02,3.99E+01,2.52E+01,1.58E+00,5.15E+04,7.16E+04,3.84E+02,7.05E+04,8.06E+04,48.99040355569751,69.30425842374842,19.774150101109885,5.477293971750077,2.4774973035603574,87728426.2,103209913.18150659,130232429.56567322,71313.24,81500.85
2246,30.068444,10157.28,224.44,8.75,111.5,2.54,188.68,5.2,21.93,0.7,26.89,6.32,3.62,0.21,0.15,AO,30.38802,114.2571,6012.98,6.27E+06,1.94E+05,5.94E+05,2.07E+06,2.36E+06,1.94E+05,3.49E-01,8.23E-02,5.61E+01,2.29E+01,2.45E+00,2.32E+06,6.27E+06,1.66E+04,3.17E+06,3.62E+06,60.56438185674635,73.01533511996686,20.070253498079975,8.480376205745669,3.0176191776820485,4122972166.953025,4850555491,6118870928.661173,3350598.07,3829254.94
2271,1.0136,13.98,230.55,20.7,65.2,7.36,59.61,4.16,31.77,0.83,43.05,11.22,3.64,0.38,0.7,AO,32.64752,110.67353,7485.040000000001,9.80E+05,3.33E+02,1.06E+04,3.70E+04,4.22E+04,3.33E+02,3.80E-02,7.88E-03,5.76E+01,3.66E+01,1.58E+00,4.57E+04,6.68E+04,4.16E+02,6.25E+04,7.14E+04,78.32650726942894,66.02623844310175,30.11771149421404,5.200782202662768,2.600679247640591,121634750.24927755,143099706.17562065,180529717.9923029,98855.25,112977.43
2279,5.1404,4473.24,211.95,12.56,95.42,3.6,108.69,5,37.14,0.26,43.13,4.41,3.63,0.1,0.31,AO,29.26901,113.82344,6283.6900000000005,2.22E+06,8.94E+04,8.55E+04,2.98E+05,3.40E+05,8.94E+04,1.68E-01,2.63E-01,5.30E+01,3.67E+01,1.45E+00,3.39E+05,6.18E+05,2.39E+03,4.64E+05,5.30E+05,58.09128875283142,72.59198454690662,35.43371518590824,4.594197130026277,1.6394354486411278,669324816.6943556,787440960.8168889,993433361.5525304,543988.58,621701.23
2328,3.6312944,1510.38,66.94,12.41,20.59,2.11,70.57,15.69,12.56,0.35,15.87,9.84,1.33,0.71,0.19,AO,30.40932,111.7037,6030.66,9.59E+05,2.90E+04,1.22E+04,4.23E+04,4.84E+04,2.90E+04,7.21E-02,5.99E-01,1.67E+01,1.35E+01,1.24E+00,5.17E+04,2.83E+05,1.53E+03,7.07E+04,8.08E+04,31.672228886263483,52.685645523956545,12.313089945766892,1.9658443808368502,2.5722405201102307,113895964.73236558,133995252.62631246,169195071.57815725,92648.58,105884.09
2340,50.6978104,24740.83,330.62,20.06,155.25,8.61,196.68,7.38,22.31,2.79,27.29,10.12,2.62,0.31,0.15,AO,26.45224,111.61135,5864.48,1.06E+07,4.62E+05,1.35E+06,4.69E+06,5.36E+06,4.62E+05,4.65E-01,8.62E-02,8.27E+01,2.32E+01,3.56E+00,5.44E+06,1.10E+07,2.85E+04,7.44E+06,8.51E+06,75.82065607938819,77.06712961121886,19.126818508754077,14.267958275418744,3.9641018209424703,10179432441.20401,11975802872.00472,15102642865.73193,8269971.14,9451395.59
2352,6.7873552,15378.92,517.25,32.35,212.11,8.86,162.31,8.46,13.49,1.7,16.64,5.67,3.52,0.09,0.93,AO,27.98146,109.68325,6842.43,8.78E+06,3.35E+05,2.50E+05,8.70E+05,9.94E+05,3.35E+05,1.32E-01,3.37E-01,1.29E+02,1.41E+01,9.14E+00,9.95E+05,1.22E+06,3.56E+03,1.36E+06,1.56E+06,100.01470562213106,80.66414584395727,7.554110143703093,44.002148675292126,13.23977327832593,2021357851.3469114,2378068060.408131,2997392809.7180743,1641325.45,1875800.51
2417,8.4109976,3198.8,581.47,22.39,258.81,8.48,113.09,7.7,17.88,2.56,27.76,10.44,4.02,0.33,0.19,AO,26.7574799,110.65569,6593.370000000001,2.22E+06,6.71E+04,3.82E+05,1.33E+06,1.52E+06,6.71E+04,6.10E-01,4.42E-02,1.45E+02,2.36E+01,6.16E+00,1.50E+06,1.05E+06,3.95E+03,2.06E+06,2.35E+06,104.68366039460098,81.99672203,11.010232706041984,38.421517304015744,9.507851758,2820181151.1763344,3317860177.8545113,4182000022.0086174,2289997.84,2617140.39
2422,0.7964,396.62,265,21.56,161.01,9.13,153.1,7.58,25.07,1.17,61.75,9.48,2.16,0.42,0.55,AO,27.72383,112.22739,,6.07E+05,,2.19E+04,7.63E+04,8.72E+04,,,0.00E+00,6.63E+01,5.25E+01,1.26E+00,8.86E+04,1.35E+05,4.09E+02,1.21E+05,1.39E+05,66.67489298272478,74.83966302538688,22.729111224002246,9.337410354997026,2.9334579925111726,129144968.12065151,151935256.6125312,191641073.32388887,104939.66,119931.04
2465,4.4888,6615.34,470.56,26.36,174.8,5.68,85.03,7.57,23.44,0.42,26.56,7.24,3.02,0.05,0.62,AO,23.201957,109.132015,4698.599999999999,3.87E+06,9.89E+04,1.38E+05,4.79E+05,5.47E+05,9.89E+04,1.45E-01,1.81E-01,1.18E+02,2.26E+01,5.21E+00,5.42E+05,4.22E+05,1.97E+03,7.42E+05,8.48E+05,98.76800963321315,79.01053858525732,18.472346751969052,21.19305993187265,5.346803573979306,1221617411.1650295,1437196954.3117995,1812039662.645013,992244.59,1133993.82
2468,1.03532,715.71,270.5,26.28,118.84,8.57,154.11,11.82,39.32,1.77,46.05,14.5,4.14,0.75,0.22,AO,23.03851,107.86794,4626.889999999999,3.18E+05,1.05E+04,2.07E+04,7.20E+04,8.23E+04,1.05E+04,2.51E-01,1.28E-01,6.76E+01,3.91E+01,1.73E+00,8.50E+04,1.76E+05,5.33E+02,1.16E+05,1.33E+05,67.05428251403717,75.21098613,36.9230838,6.095921162706521,1.816053146573126,172231222.85871923,202624968.06908146,255584313.2816613,139953.97,159947.4
2496,3.81548,1190,170.67,14.08,97.44,5.16,136.34,7.18,26.97,0.99,42.3,5.78,3.21,0.07,0.48,AO,25.10819,110.295,5608.330000000001,2.54E+06,2.12E+04,6.38E+04,2.22E+05,2.54E+05,2.12E+04,9.51E-02,8.37E-02,4.27E+01,3.60E+01,1.19E+00,2.57E+05,5.75E+05,1.89E+03,3.52E+05,4.02E+05,50.95825133314502,70.14223276900157,25.711596873349762,4.665936695032393,1.981917015273508,396555715.27575296,466536135.61853284,588667292.7746187,322345.01,368394.29
2523,9.76676,13627,475.74,25.81,129.97,7.31,125.58,7,25.41,0.89,53.23,8.98,3.12,0.35,0.24,AO,21.95926,108.61122,4302.04,3.29E+06,1.86E+05,2.17E+05,7.55E+05,8.63E+05,1.86E+05,2.71E-01,2.16E-01,1.19E+02,4.52E+01,2.63E+00,8.77E+05,1.36E+06,4.72E+03,1.20E+06,1.37E+06,125.92749521116903,73.53018556119541,20.99646607949747,17.369279498239003,5.997556671412154,2410188362.4067497,2835515720.478529,3575630883.959944,1957959.58,2237668.09
2524,11.4392,21950,606.84,32.12,196.21,8.75,25.7,6.48,39.29,0.71,92.7,11.64,5.28,0.15,0.6,AO,23.08682,109.5824,4698.599999999999,9.57E+06,3.28E+05,3.89E+05,1.35E+06,1.55E+06,3.28E+05,1.70E-01,2.12E-01,1.52E+02,7.88E+01,1.93E+00,1.55E+06,3.25E+05,4.27E+03,2.12E+06,2.43E+06,126.5809396183003,79.14096967597715,32.76325421588864,16.61172253527962,3.863503264486911,3783715688.910923,4451430222.248145,5612319605.005196,3073218.48,3512249.69
2558,8.2116804,14038.81,365.59,17.15,152.1,2.67,119.72,4,25.58,0.42,35.5,7.67,2.01,0.06,0.39,AO,24.49194,108.66917,5262.34,4.48E+06,2.35E+05,2.22E+05,7.74E+05,8.84E+05,2.35E+05,2.14E-01,2.66E-01,9.14E+01,3.02E+01,3.03E+00,8.63E+05,1.09E+06,3.92E+03,1.18E+06,1.35E+06,79.90099363876749,78.14464464597842,21.93522518572672,14.248533284883816,3.6425882552944646,1819711811.7002962,2140837425.5297604,2699646155.333857,1478284.03,1689467.47
2588,2.225576,1608.03,188.95,18.3,77.33,1.32,96.84,4.83,17.77,0.07,25.98,8.04,2.67,0.15,0.35,AO,18.75015,109.17014,4207.28,1.08E+06,2.15E+04,3.07E+04,1.07E+05,1.22E+05,2.15E+04,1.16E-01,1.77E-01,4.72E+01,2.21E+01,2.14E+00,1.19E+05,2.38E+05,1.01E+03,1.63E+05,1.86E+05,54.696465625158275,71.05241301,16.307171832819233,8.232009945,3.3541356027829496,255334695.98187917,300393759.9786814,378982401.9839264,207524.84,237171.24
2609,5.9575064,2643.18,77.68,14.99,25.67,2.52,74.81,4.61,8.76,0.89,11.51,7.39,0.94,0.1,0.16,AO,30.29561,108.04639,6592.809999999999,1.33E+06,5.54E+04,2.50E+04,8.70E+04,9.94E+04,5.54E+04,1.03E-01,5.58E-01,1.94E+01,9.78E+00,1.98E+00,1.06E+05,4.93E+05,2.55E+03,1.45E+05,1.65E+05,34.37374476246794,55.749556176019645,8.421043697624796,3.8693641823653375,4.081886521045278,229905605.24503186,270477182.64121395,341470922.48700124,186984.14,213696.16
2618,5.4924088,1854,186.81,10.22,99.44,9.7,114.09,6.5,20.3,1.13,30.43,8.37,1.28,0.17,0.16,AO,29.73435,107.25805,6898.38,1.22E+06,4.07E+04,8.93E+04,3.11E+05,3.55E+05,4.07E+04,2.78E-01,1.15E-01,4.67E+01,2.59E+01,1.81E+00,3.77E+05,6.93E+05,2.59E+03,5.17E+05,5.90E+05,54.16967169135215,71.00279873060748,18.86359719083156,7.075875907233703,2.8716512096473688,624249779.9002492,734411505.8,926572707.5,507376.73,579859.12
2631,5.44448,1879.95,88.66,13.2,28.08,4.51,92.44,6.59,13.9,0.46,18.81,9.02,1.85,0.53,0.14,AO,29.80319,107.02639,5982.07,1.06E+06,3.58E+04,2.33E+04,8.09E+04,9.25E+04,3.58E+04,1.06E-01,3.87E-01,2.22E+01,1.60E+01,1.39E+00,1.06E+05,5.56E+05,2.43E+03,1.45E+05,1.65E+05,38.387577154814984,56.70248459867473,13.486673727569451,2.973570305255747,2.8463339389862394,239541086.64977217,281813043.1,355761553.3058743,194809.47,222639.39
2633,6.763246,4184.5,224.29,17.45,102.73,4.82,100.41,8.28,24.68,2.82,30.46,15.91,1.34,0.21,0.14,AO,30.95599,103.96295,7318.710000000001,1.32E+06,9.74E+04,1.20E+05,4.18E+05,4.77E+05,9.74E+04,3.62E-01,2.04E-01,5.61E+01,2.59E+01,2.17E+00,4.80E+05,7.51E+05,3.08E+03,6.57E+05,7.51E+05,60.41863636760655,73.06226921948969,22.82496733920215,7.516339792535859,2.647041525612036,928375846.8047843,1092206878.5938637,1377815364.2874703,754470.15,862251.61
2637,5.7649948,6678,173.97,26.08,102.31,7.68,88.55,7.26,34.88,1.27,39.37,8.72,2.62,0.28,0.45,AO,30.5662,104.16669,5869.370000000001,3.61E+06,1.25E+05,9.89E+04,3.44E+05,3.93E+05,1.25E+05,1.25E-01,3.17E-01,4.35E+01,3.35E+01,1.30E+00,4.07E+05,5.64E+05,2.55E+03,5.58E+05,6.37E+05,51.43951954132172,70.43195979690653,33.5894442,3.6999879508190987,1.531419193,612688830.4406837,720810388.7537456,909509657.9384084,498033.27,569180.88
2638,5.778244,1945,181.24,30.13,73.78,10.22,32.89,8.05,24.56,2.43,37.17,9.76,2.71,0.36,0.46,AO,30.83685,104.28736,6094.889999999999,3.68E+06,3.77E+04,6.66E+04,2.32E+05,2.65E+05,3.77E+04,7.24E-02,1.43E-01,4.53E+01,3.16E+01,1.43E+00,2.95E+05,2.10E+05,2.20E+03,4.03E+05,4.61E+05,52.992705233865316,70.76103220378211,23.187473267157035,5.588463895940406,2.2854023214734958,638329467.0403821,750975843.5769203,947514416.2895952,518844.08,592964.67
2671,1.98195,855.02,167.71,21.44,75.57,7.17,78.94,6.76,18.18,2.18,23.93,6.68,1.8,0.21,0.3,AO,30.423436,104.363786,5869.370000000001,8.25E+05,1.60E+04,2.46E+04,8.55E+04,9.77E+04,1.60E+04,1.21E-01,1.63E-01,4.19E+01,2.03E+01,2.06E+00,1.03E+05,1.73E+05,8.56E+02,1.42E+05,1.62E+05,50.694167092516516,69.77272250162989,16.947055944685566,6.7818704912785135,2.9913258832672773,201193308.9905661,236698010.57713658,298653197.3394829,163537.82,186900.37
2692,11.56228,13754.54,230.79,19.22,117.14,2.73,174.54,6.28,18.79,0.2,28.15,9.78,3.15,0.28,0.31,AO,28.885361,105.575638,5679.87,5.01E+06,2.49E+05,2.40E+05,8.34E+05,9.53E+05,2.49E+05,2.06E-01,2.61E-01,5.77E+01,2.39E+01,2.41E+00,9.36E+05,2.23E+06,6.22E+03,1.28E+06,1.46E+06,61.78572418089783,73.22859561467229,16.851207249615193,10.318215808327867,3.666545860226646,1625999870.7021832,1912941024.3555098,2413027091.8247166,1321335.91,1510098.19
2698,6.6065,4218.64,162.07,14.12,80.92,4.23,75.65,4.05,20.53,0.53,26.73,11.15,2.48,0.26,0.85,AO,31.049456,104.388402,6094.889999999999,7.78E+06,8.18E+04,9.18E+04,3.19E+05,3.65E+05,8.18E+04,5.11E-02,2.24E-01,4.05E+01,2.27E+01,1.78E+00,3.69E+05,5.52E+05,2.83E+03,5.06E+05,5.78E+05,49.49107655070816,69.46314768266295,19.35821670452133,5.707663397363235,2.556592753667695,648489342.5493438,762928638.2933457,962665124.0211556,527140.37,602446.14
2699,7.1148204,7040.7,265.62,22.41,114.53,7.09,179.29,7.17,37.9,1.25,44.93,7.7,1.37,0.13,0.4,AO,31.10201,104.337635,6094.889999999999,3.96E+06,1.37E+05,1.39E+05,4.82E+05,5.51E+05,1.37E+05,1.51E-01,2.48E-01,6.64E+01,3.82E+01,1.74E+00,5.63E+05,1.41E+06,3.86E+03,7.71E+05,8.81E+05,66.38113961972122,75.00898290048895,35.56207455545044,6.168668719128132,1.866627312,1162063961.351403,1367134072.178121,1724476147.0183845,944296.18,1079195.63
2736,1.43352,743.75,156.45,22.61,52.27,5.58,83.91,7.35,19.3,0.3,28.26,4.03,1.94,0.08,0.42,AO,29.52902,104.99001,5707.449999999999,8.35E+05,1.35E+04,1.21E+04,4.22E+04,4.82E+04,1.35E+04,6.57E-02,2.80E-01,3.91E+01,2.40E+01,1.63E+00,5.18E+04,1.33E+05,6.27E+02,7.09E+04,8.10E+04,55.13842237303064,64.75652133395293,18.278165181531822,5.2944809247055895,3.016627863104239,122665816.03750701,144312724.75000829,182100558.12223157,99715.42,113960.48
2756,4.4666456,4816.4,169.47,18.31,44.07,4.7,140.31,11.41,23.89,0.73,30.05,8.38,2.81,0.26,0.27,AO,28.303961,105.240968,5779.19,1.69E+06,8.85E+04,3.19E+04,1.11E+05,1.27E+05,8.85E+04,1.12E-01,6.99E-01,4.24E+01,2.55E+01,1.66E+00,1.36E+05,6.93E+05,2.23E+03,1.86E+05,2.13E+05,66.56345629128045,60.72257255,22.858924097661404,4.315930943233973,2.9119242886015906,366340392.21538574,430988696.7239832,543826697.3647363,297791,340332.57
2764,7.380456,10159,215.39,27.28,103.32,4.29,107.27,5.76,23.14,0.34,42.91,12.05,5.9,0.2,0.52,AO,28.692031,104.535619,6098.83,5.34E+06,1.97E+05,1.32E+05,4.61E+05,5.27E+05,1.97E+05,1.19E-01,3.74E-01,5.38E+01,3.65E+01,1.48E+00,5.27E+05,8.75E+05,3.42E+03,7.21E+05,8.24E+05,59.01667856325663,72.60008423638209,21.38611056012753,7.579470353813613,2.7595797934986783,971647270.3205113,1143114435.6711898,1442070964.0114496,789655.52,902463.45
2776,0.97378,1006.7,189.1,19.77,69.54,3.55,89.49,7.34,19.15,0.3,26.37,5.3,2.06,0.15,0.26,AO,30.73445,107.24164,6302.42,3.54E+05,2.02E+04,1.16E+04,4.05E+04,4.63E+04,2.02E+04,1.62E-01,4.36E-01,4.73E+01,2.24E+01,2.11E+00,4.68E+04,9.63E+04,4.32E+02,6.40E+04,7.32E+04,58.46920921865079,69.08027011176586,17.745391237144865,7.334771607598609,3.294895471,107150814.96427508,126059782.31091186,159042716.01962355,87089.31,99530.63
2797,16.892006,20094.32,199.5,15.11,79.27,1.45,100.36,6,30.91,0.32,34.99,9.95,3.44,0.22,0.46,AO,30.024025,103.825982,6028.98,1.08E+07,3.85E+05,2.38E+05,8.29E+05,9.47E+05,3.85E+05,1.08E-01,4.07E-01,4.99E+01,2.97E+01,1.68E+00,9.25E+05,1.87E+06,7.70E+03,1.27E+06,1.45E+06,56.41559761939614,71.72150495268365,29.345873970745927,5.0602589105599245,1.9224371261062203,2057411355.6844983,2420483947.864115,3053782221.721448,1672203.41,1911089.61
2873,1.680404,616.5,117.31,10.9,76.29,1.03,37.01,0.92,20.9,0.38,25.07,8.45,2.71,0.21,0.41,AO,27.05451,108.40091,6818.290000000001,9.54E+05,1.34E+04,2.29E+04,7.97E+04,9.11E+04,1.34E+04,9.62E-02,1.47E-01,2.93E+01,2.13E+01,1.38E+00,8.86E+04,6.87E+04,6.48E+02,1.21E+05,1.39E+05,39.99310478696309,65.90818788938446,20.17104104514238,3.487841889270897,1.982699093093873,117293685.77937154,137992571.5,174166453.4502459,95370.83,108995.23
2928,85.8916676,79333.56,514.23,27.62,189.95,5.12,228.76,3.98,46.74,1.92,57.75,12.91,5.46,0.37,0.29,AO,24.9496799,102.69223,6897.4,3.47E+07,1.74E+06,2.88E+06,1.00E+07,1.14E+07,1.74E+06,3.22E-01,1.52E-01,1.29E+02,4.91E+01,2.62E+00,1.13E+07,2.17E+07,5.13E+04,1.54E+07,1.76E+07,102.70240707474036,80.02792387166437,41.20523330394546,11.841606110514633,2.4924602736057424,25606319578.78694,30125081857.396408,37982878561,20798830.54,23770092.04
2940,4.9089372,1152.5,213.63,27.87,80.42,4.34,130.14,6.44,24.59,1.24,33.97,13.64,3.02,0.35,0.3,AO,24.55587,103.75884,6602.409999999999,2.04E+06,2.42E+04,6.77E+04,2.35E+05,2.69E+05,2.42E+04,1.26E-01,8.99E-02,5.34E+01,2.89E+01,1.85E+00,2.73E+05,7.06E+05,2.40E+03,3.73E+05,4.27E+05,61.75902627326684,71.09065848744707,22.907094459727062,6.843861489519876,2.696065465,622228515.2564987,732033547.3605866,923502344.3340708,505695.45,577937.65
2980,6.8307952,6372.83,181.16,14.64,86.06,2.42,156.75,5.08,20.35,0.64,25.69,5.7,3.46,0.11,0.33,AO,27.34674,104.87861,7514.959999999999,3.14E+06,1.52E+05,1.04E+05,3.60E+05,4.12E+05,1.52E+05,1.56E-01,3.70E-01,4.53E+01,2.18E+01,2.07E+00,4.06E+05,1.18E+06,3.54E+03,5.56E+05,6.35E+05,53.131988759731264,70.67123605667295,18.975165745870303,6.755942280735619,2.800080350881507,752284962.9107094,885041132.8361286,1116643489.423311,611456.52,698807.45
